ID,CT,MS,MC,B_Depth,LAT_ACCEL,LONG_ACCEL,E_Status,A_Depth,F_Economy,Inhibit,Elevation,HR
Train_00124,-0.5187674462795258,2.729467809200287,0.917225182056427,0,0.3474999999999996,0.0550000000000001,0,0,33.8823529344,D,9.345232963562012,75.318
Train_00125,0.4332284778356552,0.0023198479320853,0.5712738782167435,0,-0.1812500000000003,-0.6087500000000005,0,0,33.8823529344,D,9.357808113098145,80.93
Train_00126,-0.4578477144241333,-18.24447059631348,-0.1056155636906623,0,-0.1790909090909097,2.5645454545454545,1,55,4.219151277130977,D,8.130106925964355,75.9539
Train_00127,-1.5564969778060913,65.19734191894531,5.818179607391357,28,-0.4100000000000001,-0.870000000000001,1,0,8.31176470422,D,8.07073974609375,75.233
Train_00128,-0.2697745859622955,0.0,0.3811596632003784,46,0.0862499999999998,0.0,0,0,33.8823529344,D,10.23525428771973,75.17
Train_00129,0.5261977314949036,-1.6241556406021118,-1.061426281929016,0,0.5918749999999998,0.0487499999999989,0,0,33.8823529344,D,9.81808853149414,78.5646
Train_00130,-0.6480539441108704,-15.416348457336426,-0.2106253057718277,0,0.0399999999999991,0.6249999999999996,0,16,33.57262031414109,D,8.922694206237793,79.47399999999999
Train_00131,-0.3224846422672272,-31.90217399597168,-0.5552688539028168,0,0.08,0.1799999999999997,1,0,9.8823529392,D,9.331192016601562,75.193
Train_00132,1.5590248107910156,-32.14719772338867,-3.176787137985229,0,0.0099999999999997,-0.8800000000000008,1,0,10.2647058803,D,8.420655250549316,121.8587
Train_00133,0.6050605177879333,0.0020353181753307,0.3630058765411377,0,0.8999999999999995,0.1699999999999999,0,0,33.8823529344,D,9.372313499450684,95.0236
Train_00134,-1.1361901760101318,35.223594665527344,3.419965982437134,0,-0.3200000000000003,2.325,1,38,33.00840335474285,D,8.156518936157227,89.6828
Train_00135,2.681573987007141,-213.9005966186524,-11.550789833068848,0,-0.1633333333333327,0.4699999999999994,1,0,9.8823529392,D,8.310173988342285,123.3048
Train_00136,-0.2573327720165252,0.0,0.2790798842906952,45,0.0879999999999998,0.0,0,0,33.8823529344,D,10.23537635803223,75.32
Train_00137,-0.3687642812728882,-8.465148448944092,0.0278987903147936,0,-0.117,0.0994999999999996,0,0,33.8823529344,D,8.579293251037598,86.673
Train_00138,-0.3711794018745422,12.460212707519531,0.275828093290329,0,0.4291666666666666,0.0012499999999995,0,0,33.8823529344,D,8.017738342285156,74.91080000000001
Train_00139,1.816258192062378,-4.6255202293396,-3.4800679683685303,0,0.0824999999999995,0.0862499999999999,0,0,33.8823529344,D,9.750666618347168,76.6602
Train_00140,0.7259502410888672,0.798285722732544,0.0,0,0.33,0.1600000000000001,0,0,33.8823529344,D,9.751543998718262,72.767
Train_00141,-0.1644340455532074,12.600680351257324,-0.2108697593212127,0,-0.1975000000000006,0.2449999999999991,1,0,4.685958253332258,D,8.304943084716797,82.9545
Train_00142,-0.5001002550125122,-24.670440673828125,1.4916456937789917,0,0.5549999999999997,0.0325000000000001,1,0,3.149794801011628,D,8.376028060913086,84.1444
Train_00143,-1.569713532924652,-110.02350234985352,2.62781810760498,0,0.2212499999999999,1.8625,1,42,29.85882352344,D,8.203509330749512,75.5408
Train_00144,-0.2725884616374969,-1.96540398178513e-07,-0.1959523558616638,0,0.0966666666666656,0.129999999999999,1,0,5.88235294,D,9.001609802246094,78.9398
Train_00145,-0.2502748444676399,0.008520217379555,0.0775708109140395,0,-0.4566666666666668,0.314444444444444,0,0,33.8823529344,D,7.875335693359375,75.4985
Train_00146,-0.3003923892974853,-5.863231481065712e-26,-0.1831465065479278,0,0.1012499999999995,0.0,0,0,33.8823529344,D,9.7111177444458,80.04899999999999
Train_00147,-0.299873411655426,0.0,-0.4229565560817718,0,0.1505555555555551,0.0061111111111109,1,0,6.8235294104,D,9.769013404846191,79.622
Train_00148,-0.4131193757057189,0.0,0.6080004274845123,0,0.1759999999999992,0.0600000000000005,1,0,6.8235294104,D,9.256903648376465,79.944
Train_00149,-0.1948799341917038,0.0,0.091627761721611,37,-0.1450000000000004,-0.0700000000000002,0,0,33.8823529344,D,8.105473518371582,78.2564
Train_00150,1.4455062747001648,-72.8576431274414,-3.157578945159912,0,0.1729999999999998,0.0459999999999995,0,0,33.8823529344,D,9.75097942352295,76.3172
Train_00151,-0.76704724937,-7.3735e-07,0.5042470851599999,0,0.1649999999999997,0.1112499999999992,0,0,23.078947363805263,D,9.422897338867188,75.26729999999999
Train_00152,-0.6161954402923584,0.0370044745504856,0.1048346310853958,0,0.1799999999999997,0.5800000000000001,0,0,33.8823529344,D,8.700926780700684,74.71560000000001
Train_00153,-0.944667100906372,10.581008911132812,2.082587718963623,0,-0.200000000000001,0.2699999999999996,0,0,33.8823529344,D,8.087465286254883,68.67830000000001
Train_00154,-0.2392532676458358,2.0251471996307373,1.4798349142074585,0,-0.12,-0.0849999999999999,0,0,12.29326512968116,D,8.982129096984863,92.5925
Train_00155,-0.3867893666028976,-4.521823406219482,-1.0981751084327698,0,1.4050000000000002,-0.2299999999999995,0,0,29.16306775291645,D,8.505105972290039,75.26509999999999
Train_00156,0.5940402746200562,-35.677215576171875,-1.8515510559082031,56,0.0399999999999991,0.1443750000000004,0,0,33.8823529344,D,8.948710441589355,80.43
Train_00157,-0.3036910742521286,-1.0603287591948174e-05,-0.1585647463798522,0,0.1762499999999997,0.0687499999999991,1,0,6.8235294104,D,9.75302791595459,79.4205
Train_00158,1.3156988024711609,-25.682421684265137,-2.3309114277362823,0,-0.644285714285715,0.026428571428571,1,0,9.8823529392,D,8.659541130065918,84.1628
Train_00159,1.248860478401184,-72.20702362060547,-2.156203031539917,0,0.0787499999999996,0.0849999999999999,0,0,33.8823529344,D,9.75044059753418,80.2968
Train_00160,-0.8955530226230621,67.21847534179688,3.580634951591492,38,-0.0637500000000003,0.1062499999999994,0,0,33.8823529344,D,8.019320487976074,73.6
Train_00161,-0.2441245317459106,0.0,-0.7264124155044556,0,0.2375000000000002,0.0049999999999998,1,0,7.953314657606349,D,9.44895839691162,76.6395
Train_00162,-0.3182627856731415,0.0,0.0,0,0.2799999999999993,0.0,1,0,5.88235294,D,9.795763969421388,74.4227
Train_00163,-0.9553874135017396,-119.45046997070312,1.1712921857833862,0,-0.11,1.252,0,27,33.47229679584398,D,8.585517883300781,80.7445
Train_00164,-0.2035585790872573,0.0,0.2114783972501754,41,-0.1600000000000001,-0.0700000000000002,1,0,0.0,P,8.12060260772705,78.56649999999999
Train_00165,-0.3533165752887726,-1.4445963536502404e-08,-0.6424277722835541,0,0.2236363636363634,0.0781818181818182,0,0,33.8823529344,D,9.750018119812012,74.4136
Train_00166,0.9354820251464844,12.254411697387695,-0.6537953019142151,0,-0.1899999999999999,0.2495833333333332,1,0,9.8823529392,D,8.409711837768555,83.551
Train_00167,-0.3543288111686706,-0.0003883345634676,0.3808307945728302,0,-0.0553846153846152,-0.6053846153846161,1,0,9.8823529392,D,8.41883373260498,84.013
Train_00168,0.5769312977790833,29.025299072265625,-5.251309394836426,0,-0.0224999999999994,0.2524999999999995,0,0,33.8823529344,D,8.324244499206543,82.667
Train_00169,0.1427361518144607,-6.883061132612056e-06,-0.5563855767250061,0,0.2899999999999991,-0.0099999999999997,1,0,9.8823529392,D,9.261670112609863,84.0756
Train_00170,-0.308990478515625,0.0,-0.2748288661241531,0,0.0599999999999999,0.1099999999999994,0,0,33.49579831262857,D,9.795616149902344,80.18
Train_00171,-0.6639560461044312,11.257329940795898,2.499863386154175,0,-0.2225000000000007,0.1308333333333325,1,0,6.8143021901019605,D,8.304849624633789,77.17999999999999
Train_00172,-0.1145702674984932,9.20727825164795,-0.0985365286469459,0,-1.0662500000000004,-0.047500000000001,0,0,14.54582763046977,D,8.347882270812988,78.921
Train_00173,-0.1056807190179824,-2.296281654406984e-13,-1.215198040008545,0,0.1580000000000001,0.0700000000000002,1,0,6.8235294104,D,9.44633674621582,72.671
Train_00174,0.4769630432128906,17.779296875,-5.157336235046387,0,-0.0700000000000008,-0.1033333333333332,0,0,33.8823529344,D,7.85614538192749,76.688
