ID,HR
TEST_00370,79.43787733333338
TEST_00371,76.21476333333344
TEST_00372,80.14037966666665
TEST_00373,66.49902133333335
TEST_00374,75.19329099999982
TEST_00375,86.74047166666647
TEST_00376,80.77600566666648
TEST_00377,78.00903999999983
TEST_00378,80.64835766666687
TEST_00379,76.5056256666668
TEST_00380,78.6888850000001
TEST_00381,74.6223816666668
TEST_00382,75.94151833333324
TEST_00383,76.86295466666651
TEST_00384,77.41827733333335
TEST_00385,80.89203900000017
TEST_00386,87.67189233333343
TEST_00387,74.28444600000016
TEST_00388,74.96495433333337
TEST_00389,77.20659100000017
TEST_00390,92.26270933333329
TEST_00391,78.26064666666672
TEST_00392,77.03391066666647
TEST_00393,78.5942836666668
TEST_00394,79.56744700000019
TEST_00395,80.80143000000017
TEST_00396,77.53418566666672
TEST_00397,75.85947899999995
TEST_00398,76.4613956666666
TEST_00399,76.3736803333333
TEST_00400,79.91877200000003
TEST_00401,82.74357033333337
TEST_00402,81.52581000000009
TEST_00403,76.1371446666667
TEST_00404,76.49107200000002
TEST_00405,75.30849566666674
TEST_00406,79.05462166666676
TEST_00407,76.23856266666651
TEST_00408,79.87384533333308
TEST_00409,81.75157400000005
TEST_00410,78.91022266666654
TEST_00411,83.56943433333342
TEST_00412,73.97489299999995
TEST_00413,74.49282700000009
TEST_00414,75.78112300000002
TEST_00415,79.71664833333318
TEST_00416,79.40274566666666
TEST_00417,80.23419600000021
TEST_00418,80.18380233333332
TEST_00419,77.099954
TEST_00420,76.82920833333341
TEST_00421,76.44405866666665
TEST_00422,75.26796866666665
TEST_00423,79.59122666666669
TEST_00424,113.1549426666668
TEST_00425,75.31180866666665
TEST_00426,78.1743456666668
TEST_00427,74.4952690000001
TEST_00428,78.68123933333328
TEST_00429,80.0607283333334
TEST_00430,76.59390200000006
TEST_00431,80.03104866666655
TEST_00432,79.7699086666666
TEST_00433,80.487927
TEST_00434,75.18672966666686
TEST_00435,77.7272143333334
TEST_00436,77.153317
TEST_00437,81.1097666666666
TEST_00438,82.66716199999986
TEST_00439,75.14671833333338
TEST_00440,78.00698399999993
TEST_00441,77.82033166666669
TEST_00442,80.70834333333325
TEST_00443,76.0127183333333
TEST_00444,79.99781966666647
TEST_00445,82.53306799999994
TEST_00446,80.2360343333333
TEST_00447,78.67673933333332
TEST_00448,76.86605166666659
TEST_00449,81.66109400000009
TEST_00450,80.74831766666678
TEST_00451,82.08589499999988
TEST_00452,84.07211500000024
TEST_00453,78.7928336666667
TEST_00454,78.93239499999994
TEST_00455,74.45696266666681
TEST_00456,77.29788233333316
TEST_00457,76.91567433333334
TEST_00458,73.71272433333327
TEST_00459,95.32118566666665
TEST_00460,81.70626399999998
TEST_00461,76.26993700000007
TEST_00462,78.371137
TEST_00463,76.51422999999998
TEST_00464,75.59121133333342
TEST_00465,84.30745933333331
TEST_00466,77.72364733333346
TEST_00467,77.25421699999998
TEST_00468,76.93571233333343
TEST_00469,73.98460966666661
TEST_00470,80.98896100000006
TEST_00471,78.08327633333329
TEST_00472,74.50181866666682
TEST_00473,80.39502300000001
TEST_00474,78.39333433333316
TEST_00475,80.98865166666651
TEST_00476,79.02520899999998
TEST_00477,76.84454866666682
TEST_00478,74.06051733333334
TEST_00479,80.18914233333348
TEST_00480,78.64528600000023
TEST_00481,79.79998599999993
TEST_00482,76.58986366666645
TEST_00483,76.88114033333335
TEST_00484,99.42703400000026
TEST_00485,78.72510233333323
TEST_00486,76.40056000000018
TEST_00487,82.0341709999999
TEST_00488,74.98887999999994
TEST_00489,77.05710600000009
TEST_00490,74.24355466666674
TEST_00491,83.48397999999989
TEST_00492,78.76139799999993
TEST_00493,79.69465800000008
TEST_00494,79.07847800000017
TEST_00495,75.35841899999981
TEST_00496,76.30641466666684
TEST_00497,73.81819799999998
TEST_00498,98.28614599999969
TEST_00499,76.40981366666654
TEST_00500,78.80488733333328
TEST_00501,87.4758316666668
TEST_00502,78.7347890000001
TEST_00503,78.69899200000017
TEST_00504,79.83425733333316
TEST_00505,74.01870533333327
TEST_00506,75.30865866666669
TEST_00507,82.91889300000007
TEST_00508,80.12184733333325
TEST_00509,82.70198833333309
TEST_00510,76.79036633333338
TEST_00511,76.76454566666673
TEST_00512,79.89459033333341
TEST_00513,79.82602799999965
TEST_00514,74.03232366666653
TEST_00515,78.59353833333337
TEST_00516,79.63712200000018
TEST_00517,77.26608400000008
TEST_00518,72.40015200000032
TEST_00519,83.45714566666635
TEST_00520,78.99799133333315
TEST_00521,79.19627933333334
TEST_00522,78.09349433333333
TEST_00523,80.28920000000012
TEST_00524,74.57882166666676
TEST_00525,76.31055099999999
TEST_00526,80.8010076666666
TEST_00527,75.20630566666657
TEST_00528,75.36743733333323
TEST_00529,76.9615543333335
TEST_00530,79.97876666666689
TEST_00531,83.04213966666664
TEST_00532,78.97780933333316
TEST_00533,76.21282433333326
TEST_00534,75.39477033333337
TEST_00535,77.81443666666662
TEST_00536,74.03592399999971
TEST_00537,78.50186700000017
TEST_00538,80.73257299999997
TEST_00539,86.7108286666666
TEST_00540,77.64984999999992
TEST_00541,77.51425133333332
TEST_00542,80.5524840000002
TEST_00543,75.88508400000025
TEST_00544,76.43359833333344
TEST_00545,77.36805266666653
TEST_00546,78.2224589999999
TEST_00547,80.16665000000033
TEST_00548,81.79734166666661
TEST_00549,77.53803633333321
TEST_00550,88.02792933333326
TEST_00551,76.86778166666676
TEST_00552,74.47496900000002
TEST_00553,82.42115366666653
TEST_00554,84.2541366666666
TEST_00555,76.62513666666669
TEST_00556,77.04998599999986
TEST_00557,79.23035600000028
TEST_00558,76.73701199999992
TEST_00559,77.8431096666663
TEST_00560,74.88076999999996
TEST_00561,75.02071666666669
TEST_00562,73.66056033333315
TEST_00563,76.92026633333317
TEST_00564,75.77176333333328
TEST_00565,77.21597066666656
TEST_00566,86.4773786666666
TEST_00567,75.05261833333324
TEST_00568,74.98636600000006
TEST_00569,77.15618366666666
TEST_00570,79.82326199999993
TEST_00571,79.42314266666659
TEST_00572,73.78469000000003
TEST_00573,72.85435733333297
TEST_00574,80.54942766666674
TEST_00575,80.58876866666688
TEST_00576,79.58168866666665
TEST_00577,78.72214899999996
TEST_00578,75.27645800000006
TEST_00579,74.53841066666673
TEST_00580,76.29082099999981
TEST_00581,80.62139333333299
TEST_00582,80.05558033333344
TEST_00583,77.50978233333349
TEST_00584,75.82435466666674
TEST_00585,82.57370566666698
TEST_00586,74.26023266666668
TEST_00587,74.69576799999987
TEST_00588,80.67949333333299
TEST_00589,72.9138980000001
TEST_00590,77.44949066666655
TEST_00591,80.21024533333323
TEST_00592,77.62710899999998
TEST_00593,78.05179666666673
TEST_00594,76.00198333333338
TEST_00595,78.10001133333309
TEST_00596,76.27084599999978
TEST_00597,74.55197700000015
TEST_00598,79.61665200000004
TEST_00599,82.70102633333282
TEST_00600,73.38185733333339
TEST_00601,76.33010300000012
TEST_00602,68.42307499999993
TEST_00603,82.2036089999998
TEST_00604,83.42054933333353
TEST_00605,74.88305399999993
TEST_00606,76.23336766666654
TEST_00607,75.12949000000003
TEST_00608,79.80781066666671
TEST_00609,75.20657533333315
TEST_00610,79.78568933333327
TEST_00611,81.82719399999993
TEST_00612,76.4173976666667
TEST_00613,76.92720033333325
TEST_00614,79.9897950000002
TEST_00615,77.6604153333331
TEST_00616,75.4255296666667
TEST_00617,81.389546
TEST_00618,79.5000076666669
TEST_00619,75.74639266666648
TEST_00620,79.38759866666652
TEST_00621,73.59488433333344
TEST_00622,73.65539866666661
TEST_00623,77.38024900000002
TEST_00624,75.78323666666661
TEST_00625,77.94666800000024
TEST_00626,75.85866166666665
TEST_00627,77.23551200000016
TEST_00628,78.01471833333325
TEST_00629,78.81355233333329
TEST_00630,76.23132199999996
TEST_00631,79.09979199999987
TEST_00632,72.4855023333332
TEST_00633,77.13994133333338
TEST_00634,90.40690766666653
TEST_00635,77.00448099999991
TEST_00636,77.04307566666665
TEST_00637,77.0360033333336
TEST_00638,79.03056066666657
TEST_00639,78.25946233333309
TEST_00640,76.50416833333325
TEST_00641,89.90632499999988
TEST_00642,77.9505406666666
TEST_00643,81.56889133333337
TEST_00644,77.3145793333334
TEST_00645,72.52821800000008
TEST_00646,80.13290299999993
TEST_00647,79.44453866666677
TEST_00648,95.76423999999965
TEST_00649,74.48935366666666
TEST_00650,79.7729693333332
TEST_00651,72.83034399999978
TEST_00652,77.14289200000003
TEST_00653,74.09917366666647
TEST_00654,74.66326266666663
TEST_00655,74.48084866666657
TEST_00656,77.49184033333329
TEST_00657,79.00593166666694
TEST_00658,77.70902433333336
TEST_00659,79.63037933333324
TEST_00660,77.62012733333329
TEST_00661,80.32774400000028
TEST_00662,80.24286999999981
TEST_00663,77.42376966666663
TEST_00664,75.09589533333337
TEST_00665,88.72884166666657
TEST_00666,76.77810066666666
TEST_00667,73.99370366666636
TEST_00668,76.81524399999994
TEST_00669,75.47657966666665
TEST_00670,78.26536466666649
TEST_00671,76.7865449999998
TEST_00672,78.00574799999971
TEST_00673,76.81909999999972
TEST_00674,73.34237033333335
TEST_00675,78.89636366666677
TEST_00676,74.22423166666653
TEST_00677,72.71951333333335
TEST_00678,76.75851666666667
TEST_00679,93.7927366666661
TEST_00680,72.33008166666652
TEST_00681,79.90951866666666
TEST_00682,81.80046599999973
TEST_00683,77.03288900000017
TEST_00684,78.54823733333367
TEST_00685,75.53915233333309
TEST_00686,78.20403833333346
TEST_00687,79.52091699999984
TEST_00688,76.88420299999999
TEST_00689,75.5909350000001
TEST_00690,76.92014000000002
TEST_00691,80.47746366666661
TEST_00692,75.31502399999985
TEST_00693,87.61893466666669
TEST_00694,78.65546799999974
TEST_00695,76.82201466666666
TEST_00696,80.06905099999994
TEST_00697,78.00678933333339
TEST_00698,73.69744133333337
TEST_00699,79.53126066666695
TEST_00700,78.9553486666665
TEST_00701,76.63532400000014
TEST_00702,79.72757333333331
TEST_00703,82.04055466666676
TEST_00704,75.53782733333334
TEST_00705,78.20989266666675
TEST_00706,78.39236266666694
TEST_00707,83.0813393333331
TEST_00708,78.74168999999993
TEST_00709,81.22661466666668
TEST_00710,82.5826946666666
TEST_00711,80.92997366666677
TEST_00712,83.28655900000008
TEST_00713,74.04851200000002
TEST_00714,77.0718106666667
TEST_00715,77.6695806666668
TEST_00716,76.42540133333317
TEST_00717,76.44050266666665
TEST_00718,78.86970866666684
TEST_00719,77.40150466666674
TEST_00720,82.30994933333335
TEST_00721,75.05911066666667
TEST_00722,79.83526866666638
TEST_00723,86.14853033333307
TEST_00724,77.28441266666674
TEST_00725,75.44780599999989
TEST_00726,76.95525566666647
TEST_00727,77.43586133333332
TEST_00728,78.17761433333357
TEST_00729,81.70476133333331
TEST_00730,88.18343433333321
TEST_00731,78.79982266666659
TEST_00732,80.205945
TEST_00733,78.22531566666682
TEST_00734,76.23052866666676
TEST_00735,75.33002466666663
TEST_00736,77.98223066666637
TEST_00737,77.01020566666662
TEST_00738,78.09213299999995
TEST_00739,75.40015633333351
TEST_00740,81.04995966666688
TEST_00741,78.0571233333333
TEST_00742,76.12138933333348
TEST_00743,79.83485733333349
TEST_00744,80.54149433333332
TEST_00745,79.50269499999992
TEST_00746,75.97872699999995
TEST_00747,78.12132166666663
TEST_00748,86.0644333333333
TEST_00749,74.43384999999985
TEST_00750,77.99649999999994
TEST_00751,77.49860533333334
TEST_00752,74.84513966666664
TEST_00753,76.78913533333348
TEST_00754,78.40480999999988
TEST_00755,76.06077433333337
TEST_00756,73.82996699999993
TEST_00757,79.1642563333334
TEST_00758,76.97799566666659
TEST_00759,75.6758193333336
TEST_00760,80.6353896666665
TEST_00761,80.15206999999982
TEST_00762,76.57545499999998
TEST_00763,80.72626400000003
TEST_00764,78.63524000000015
TEST_00765,74.64240666666696
TEST_00766,75.49981533333337
TEST_00767,75.58114266666654
TEST_00768,80.27695733333347
TEST_00769,80.85449399999989
TEST_00770,79.27038200000015
TEST_00771,74.12796066666637
TEST_00772,76.83390299999986
TEST_00773,76.46274933333325
TEST_00774,78.95235099999995
TEST_00775,84.9375613333333
TEST_00776,79.85612966666696
TEST_00777,81.64915133333328
TEST_00778,75.19465833333334
TEST_00779,81.21449199999994
TEST_00780,75.56562833333322
TEST_00781,78.96657700000009
TEST_00782,76.77627766666662
TEST_00783,74.90046933333332
TEST_00784,84.66879000000007
TEST_00785,77.95959433333338
TEST_00786,77.73070066666695
TEST_00787,79.79762933333326
TEST_00788,76.32729266666671
TEST_00789,75.29201699999997
TEST_00790,89.67350733333319
TEST_00791,78.24782699999993
TEST_00792,86.59492700000027
TEST_00793,82.07487133333342
TEST_00794,76.27467366666683
TEST_00795,77.88657033333345
TEST_00796,76.67716533333306
TEST_00797,78.65452933333336
TEST_00798,74.87105700000012
TEST_00799,78.7252836666667
TEST_00800,83.326456
TEST_00801,80.06523866666664
TEST_00802,75.31715166666655
TEST_00803,79.67127600000002
TEST_00804,93.88931533333326
TEST_00805,83.06547400000017
TEST_00806,72.96505900000022
TEST_00807,81.3547503333332
TEST_00808,78.58148233333326
TEST_00809,75.24600633333333
TEST_00810,82.14057466666674
TEST_00811,75.6898703333334
TEST_00812,84.65286233333354
TEST_00813,74.14502233333333
TEST_00814,74.79013333333342
TEST_00815,79.31465400000013
TEST_00816,78.99385966666647
TEST_00817,73.97902366666675
TEST_00818,75.99505133333348
TEST_00819,80.2668993333333
TEST_00820,80.79144166666674
TEST_00821,95.63077099999973
TEST_00822,82.52798233333334
TEST_00823,72.9491143333337
TEST_00824,77.86595566666686
TEST_00825,73.67962033333347
TEST_00826,80.32392566666653
TEST_00827,77.78748333333338
TEST_00828,79.04135633333338
TEST_00829,79.71143833333338
TEST_00830,101.40887766666646
TEST_00831,76.90606933333335
TEST_00832,99.80380699999986
TEST_00833,82.68171166666662
TEST_00834,77.47876699999995
TEST_00835,72.72596299999964
TEST_00836,79.86097666666667
TEST_00837,74.83523000000022
TEST_00838,73.5829266666668
TEST_00839,76.16494999999972
TEST_00840,75.63363533333327
TEST_00841,78.43928066666666
TEST_00842,73.81342833333332
TEST_00843,77.5670873333334
TEST_00844,84.5213640000001
TEST_00845,91.69524399999995
TEST_00846,76.45278066666675
TEST_00847,96.43526600000006
TEST_00848,74.90247933333345
TEST_00849,78.76093533333335
TEST_00850,83.64087300000025
TEST_00851,74.63136433333327
TEST_00852,81.21346733333336
TEST_00853,77.51113166666666
TEST_00854,77.62282366666663
TEST_00855,90.22053566666673
TEST_00856,75.47347333333356
TEST_00857,80.8929623333335
TEST_00858,80.57033733333317
TEST_00859,75.44221833333336
TEST_00860,79.02036799999996
TEST_00861,81.3757433333334
TEST_00862,84.10440266666663
TEST_00863,73.15691666666669
TEST_00864,76.41719366666653
TEST_00865,82.46394600000005
TEST_00866,75.80550333333325
TEST_00867,94.72210800000036
TEST_00868,79.24136366666667
TEST_00869,75.02323999999994
TEST_00870,78.05598066666651
TEST_00871,75.1439739999999
TEST_00872,77.44689233333342
TEST_00873,76.85702066666639
TEST_00874,76.46237266666664
TEST_00875,80.66245633333327
TEST_00876,78.28051699999979
TEST_00877,77.40963133333311
TEST_00878,75.50929899999997
TEST_00879,79.26817066666655
TEST_00880,74.79694000000009
TEST_00881,77.25263699999986
TEST_00882,78.02460299999994
TEST_00883,86.08807200000001
TEST_00884,78.29491499999986
TEST_00885,76.45010333333344
TEST_00886,77.3721686666669
TEST_00887,100.68968166666673
TEST_00888,74.56069666666654
TEST_00889,78.28297600000013
TEST_00890,76.15714699999997
TEST_00891,78.35450166666683
TEST_00892,78.09355500000034
TEST_00893,73.06296666666668
TEST_00894,80.1143346666668
TEST_00895,81.39753333333336
TEST_00896,82.76659700000017
TEST_00897,78.34539566666672
TEST_00898,76.36207166666658
TEST_00899,82.49345399999993
TEST_00900,86.97295166666665
TEST_00901,76.61728700000013
TEST_00902,78.01586666666658
TEST_00903,80.83831433333341
TEST_00904,78.82666699999999
TEST_00905,74.69375933333352
TEST_00906,75.06299466666644
TEST_00907,77.54855866666641
TEST_00908,77.87559033333334
TEST_00909,83.59984033333333
TEST_00910,76.38374333333337
TEST_00911,73.13973499999967
TEST_00912,76.647704
TEST_00913,81.37147266666663
TEST_00914,75.34417266666668
TEST_00915,77.03920299999972
TEST_00916,81.6628286666668
TEST_00917,74.2233573333335
TEST_00918,77.86328133333357
TEST_00919,76.4907263333334
TEST_00920,81.00068766666665
TEST_00921,74.9308473333334
TEST_00922,76.12764933333351
TEST_00923,76.29603966666669
TEST_00924,78.27196933333342
TEST_00925,84.76163733333328
TEST_00926,82.3488296666668
TEST_00927,78.34077966666665
TEST_00928,83.8426303333335
TEST_00929,74.00927433333335
TEST_00930,73.19309866666661
TEST_00931,82.98609966666675
TEST_00932,79.1656399999999
TEST_00933,77.87581366666676
TEST_00934,74.75124299999986
