datetime,casual,registered,count
2012-04-06 16:00,108.0,293.0,442.0
2011-05-19 4:00,1.0,4.0,6.0
2012-02-06 11:00,8.0,100.0,108.0
2011-09-17 8:00,21.0,64.0,94.0
2012-06-06 14:00,67.0,221.0,283.0
2011-10-07 7:00,7.0,138.0,177.0
2012-05-12 11:00,210.0,302.0,517.0
2012-04-19 3:00,0.0,4.0,4.0
2012-11-19 18:00,29.0,549.0,557.0
2012-12-02 6:00,2.0,14.0,13.0
2011-12-04 13:00,69.0,206.0,272.0
2012-01-03 14:00,4.0,83.0,87.0
2012-11-17 20:00,28.0,187.0,232.0
2011-02-14 18:00,10.0,197.0,190.0
2011-08-15 6:00,5.0,71.0,82.0
2012-10-17 4:00,1.0,7.0,8.0
2011-01-04 21:00,2.0,49.0,49.0
2011-10-02 4:00,1.0,5.0,6.0
2012-07-02 9:00,45.0,272.0,312.0
2012-01-02 12:00,26.0,136.0,152.0
2011-09-18 16:00,115.0,247.0,383.0
2011-05-01 12:00,90.0,200.0,326.0
2011-08-05 3:00,1.0,5.0,6.0
2011-06-16 6:00,4.0,77.0,91.0
2012-11-12 18:00,75.0,310.0,416.0
2012-10-14 23:00,18.0,85.0,100.0
2011-12-11 21:00,5.0,73.0,74.0
2012-02-07 10:00,11.0,111.0,132.0
2012-11-18 12:00,137.0,317.0,487.0
2011-06-06 15:00,51.0,133.0,187.0
2012-11-12 19:00,57.0,294.0,348.0
2011-04-17 22:00,35.0,70.0,116.0
2012-10-05 19:00,61.0,425.0,524.0
2011-10-11 21:00,21.0,133.0,152.0
2011-01-17 23:00,1.0,13.0,15.0
2012-09-12 22:00,26.0,182.0,194.0
2011-05-06 18:00,46.0,305.0,333.0
2011-06-03 6:00,7.0,105.0,113.0
2011-03-11 10:00,12.0,54.0,69.0
2011-01-06 23:00,1.0,23.0,25.0
2012-02-03 19:00,10.0,242.0,242.0
2012-05-17 21:00,41.0,254.0,292.0
2012-09-07 19:00,84.0,455.0,535.0
2012-05-12 5:00,1.0,8.0,12.0
2011-04-12 19:00,15.0,133.0,155.0
2012-04-19 11:00,58.0,171.0,230.0
2011-10-19 7:00,12.0,173.0,142.0
2011-11-18 16:00,22.0,218.0,242.0
2012-11-01 8:00,26.0,593.0,817.0
2012-07-05 3:00,2.0,6.0,7.0
2012-02-11 0:00,6.0,64.0,58.0
2012-02-16 8:00,8.0,466.0,532.0
2012-10-01 19:00,45.0,480.0,492.0
2011-08-04 19:00,45.0,283.0,345.0
2012-09-17 22:00,10.0,101.0,125.0
2011-04-12 3:00,3.0,4.0,4.0
2012-08-03 12:00,76.0,229.0,313.0
2012-06-07 12:00,70.0,250.0,313.0
2011-07-03 18:00,105.0,141.0,276.0
2011-02-02 16:00,11.0,94.0,101.0
2012-09-17 18:00,59.0,647.0,713.0
2012-10-07 13:00,117.0,258.0,437.0
2012-01-14 0:00,3.0,42.0,40.0
2011-11-05 8:00,9.0,91.0,81.0
2012-07-15 7:00,18.0,43.0,67.0
2011-03-12 3:00,2.0,7.0,8.0
2011-07-10 4:00,3.0,6.0,9.0
2011-04-08 21:00,5.0,53.0,57.0
2012-02-03 12:00,18.0,167.0,178.0
2011-03-06 12:00,18.0,58.0,67.0
2012-06-03 3:00,7.0,28.0,33.0
2012-04-05 1:00,4.0,13.0,12.0
2011-08-06 12:00,153.0,232.0,377.0
2011-11-04 0:00,4.0,35.0,33.0
2012-12-17 9:00,16.0,274.0,287.0
2012-08-08 10:00,56.0,154.0,205.0
2011-05-04 5:00,0.0,9.0,9.0
2011-02-17 0:00,2.0,13.0,17.0
2011-04-18 16:00,58.0,158.0,228.0
2012-09-03 16:00,137.0,322.0,407.0
2012-04-12 4:00,0.0,5.0,5.0
2012-09-18 15:00,13.0,99.0,128.0
2011-06-04 12:00,168.0,242.0,427.0
2011-11-13 14:00,107.0,204.0,301.0
2011-09-16 3:00,1.0,3.0,4.0
2011-08-19 18:00,62.0,318.0,401.0
2012-09-17 12:00,64.0,209.0,272.0
2011-12-17 16:00,26.0,165.0,216.0
2012-04-06 21:00,31.0,168.0,227.0
2011-08-07 15:00,102.0,138.0,215.0
2011-09-12 14:00,50.0,129.0,181.0
2012-02-16 10:00,4.0,64.0,75.0
2011-10-17 17:00,56.0,460.0,537.0
2011-07-14 0:00,9.0,36.0,43.0
2011-12-07 10:00,3.0,40.0,39.0
2012-12-13 18:00,18.0,484.0,536.0
2011-11-16 13:00,5.0,47.0,52.0
2012-11-17 7:00,3.0,41.0,52.0
2012-08-09 11:00,74.0,181.0,233.0
2012-12-08 22:00,13.0,123.0,137.0
2012-09-17 0:00,9.0,30.0,43.0
2012-10-01 10:00,58.0,168.0,228.0
2012-10-05 6:00,6.0,151.0,142.0
2012-12-10 7:00,7.0,308.0,341.0
2011-03-05 19:00,33.0,108.0,134.0
2011-11-17 3:00,0.0,3.0,4.0
2011-05-17 10:00,11.0,51.0,69.0
2012-12-19 21:00,11.0,186.0,222.0
2012-09-07 12:00,85.0,250.0,338.0
2011-04-15 2:00,5.0,30.0,34.0
2011-08-05 13:00,61.0,161.0,229.0
2011-01-08 11:00,5.0,47.0,53.0
2011-06-14 15:00,46.0,143.0,191.0
2011-06-07 9:00,33.0,190.0,220.0
2012-07-08 6:00,7.0,27.0,51.0
2011-12-19 13:00,11.0,138.0,149.0
2011-08-10 0:00,9.0,36.0,40.0
2012-05-07 21:00,33.0,182.0,238.0
2012-01-08 6:00,1.0,9.0,10.0
2011-01-06 19:00,2.0,82.0,86.0
2011-08-17 21:00,34.0,163.0,185.0
2012-02-04 0:00,6.0,53.0,56.0
2012-05-19 7:00,13.0,101.0,128.0
2011-06-12 3:00,8.0,18.0,25.0
2011-06-09 22:00,28.0,133.0,157.0
2011-01-07 9:00,5.0,102.0,109.0
2012-05-10 7:00,21.0,369.0,429.0
2012-01-02 21:00,4.0,77.0,91.0
2011-03-19 1:00,10.0,47.0,54.0
2012-07-15 14:00,144.0,231.0,388.0
2012-11-11 10:00,111.0,227.0,309.0
2011-10-14 11:00,13.0,70.0,91.0
2012-10-08 6:00,2.0,33.0,23.0
2012-03-09 9:00,11.0,234.0,233.0
2011-07-06 23:00,19.0,74.0,102.0
2012-01-03 18:00,4.0,153.0,161.0
2011-01-18 13:00,2.0,49.0,47.0
2012-07-17 4:00,0.0,8.0,8.0
2012-01-07 12:00,82.0,207.0,258.0
2012-03-09 2:00,1.0,4.0,6.0
2012-08-09 1:00,5.0,19.0,26.0
2011-10-17 22:00,18.0,109.0,134.0
2012-01-16 2:00,1.0,17.0,15.0
2012-08-03 23:00,29.0,131.0,160.0
2012-08-10 22:00,47.0,192.0,238.0
2012-10-03 23:00,16.0,99.0,125.0
2012-08-04 21:00,92.0,220.0,296.0
2011-06-19 4:00,2.0,6.0,9.0
2012-02-11 20:00,1.0,85.0,81.0
2011-09-02 17:00,80.0,488.0,510.0
2012-06-02 0:00,22.0,98.0,126.0
2011-04-13 19:00,16.0,140.0,190.0
2012-12-05 1:00,2.0,16.0,16.0
2011-11-02 9:00,6.0,142.0,167.0
2012-01-10 11:00,15.0,127.0,169.0
2012-03-15 20:00,21.0,259.0,286.0
2011-06-04 14:00,184.0,196.0,396.0
2011-05-11 5:00,2.0,21.0,23.0
2012-11-18 16:00,90.0,267.0,410.0
2011-12-08 18:00,8.0,277.0,272.0
2011-10-10 9:00,42.0,134.0,196.0
2011-11-16 11:00,4.0,43.0,48.0
2011-08-19 15:00,61.0,157.0,224.0
2012-01-16 15:00,22.0,110.0,124.0
2012-06-19 3:00,0.0,4.0,5.0
2012-04-07 5:00,2.0,7.0,11.0
2012-09-07 2:00,2.0,14.0,16.0
2012-12-10 4:00,0.0,6.0,7.0
2012-12-08 5:00,1.0,9.0,13.0
2012-11-16 0:00,4.0,50.0,52.0
2012-01-15 19:00,5.0,104.0,98.0
2011-02-06 21:00,5.0,35.0,42.0
2012-01-19 21:00,4.0,111.0,112.0
2011-06-09 8:00,31.0,358.0,490.0
2012-09-17 23:00,6.0,55.0,77.0
2012-08-05 6:00,5.0,22.0,29.0
2011-02-13 7:00,1.0,6.0,8.0
2011-10-01 15:00,78.0,183.0,241.0
2012-03-04 19:00,9.0,126.0,150.0
2011-07-14 19:00,59.0,295.0,387.0
2012-08-09 6:00,6.0,153.0,142.0
2012-10-09 5:00,1.0,32.0,32.0
2011-12-06 12:00,5.0,56.0,71.0
2012-04-05 2:00,4.0,5.0,7.0
2012-11-15 7:00,6.0,341.0,390.0
2012-04-09 21:00,22.0,113.0,118.0
2011-04-17 13:00,121.0,154.0,279.0
2012-04-19 14:00,66.0,188.0,260.0
2012-11-08 14:00,37.0,201.0,245.0
2012-05-05 19:00,82.0,219.0,328.0
2012-11-19 21:00,17.0,187.0,218.0
2012-01-01 1:00,8.0,44.0,58.0
2011-12-01 19:00,9.0,238.0,280.0
2011-07-06 16:00,44.0,216.0,280.0
2011-03-04 6:00,1.0,32.0,33.0
2011-02-16 15:00,16.0,86.0,108.0
2012-12-03 2:00,1.0,5.0,8.0
2012-01-16 14:00,16.0,100.0,124.0
2011-11-15 7:00,18.0,289.0,292.0
2012-09-05 12:00,58.0,231.0,291.0
2011-06-08 6:00,5.0,90.0,89.0
2011-08-09 4:00,0.0,5.0,5.0
2011-09-17 19:00,75.0,183.0,232.0
2012-08-06 23:00,18.0,92.0,115.0
2012-03-16 5:00,1.0,20.0,21.0
2012-07-18 6:00,8.0,159.0,174.0
2011-04-07 20:00,15.0,110.0,144.0
2012-01-14 13:00,18.0,126.0,168.0
2012-05-08 21:00,40.0,192.0,238.0
2011-04-11 5:00,1.0,11.0,14.0
2011-02-01 7:00,1.0,57.0,46.0
2012-07-03 10:00,59.0,145.0,203.0
2011-02-19 19:00,9.0,75.0,88.0
2011-08-02 4:00,0.0,4.0,5.0
2012-02-13 11:00,10.0,98.0,101.0
2012-07-04 20:00,100.0,242.0,333.0
2012-08-04 19:00,150.0,312.0,450.0
2012-10-16 16:00,63.0,374.0,455.0
2012-03-05 15:00,15.0,132.0,136.0
2011-12-05 13:00,16.0,129.0,150.0
2012-02-09 0:00,1.0,22.0,23.0
2011-06-06 12:00,52.0,143.0,198.0
2012-03-01 8:00,10.0,296.0,489.0
2011-09-03 4:00,3.0,5.0,8.0
2012-02-02 10:00,8.0,67.0,69.0
2011-08-12 9:00,44.0,198.0,243.0
2011-08-09 1:00,4.0,11.0,16.0
2012-01-07 3:00,5.0,13.0,15.0
2012-09-14 21:00,53.0,252.0,266.0
2011-08-16 20:00,40.0,215.0,268.0
2012-06-11 19:00,69.0,437.0,499.0
2012-08-18 7:00,13.0,75.0,105.0
2011-05-16 20:00,27.0,180.0,217.0
2011-01-03 7:00,1.0,72.0,66.0
2011-04-09 5:00,0.0,3.0,5.0
2011-10-11 13:00,34.0,137.0,173.0
2011-02-12 0:00,2.0,22.0,22.0
2011-06-03 17:00,79.0,447.0,574.0
2011-02-13 1:00,2.0,26.0,23.0
2011-12-11 8:00,4.0,66.0,70.0
2011-02-19 1:00,8.0,25.0,31.0
2011-06-02 15:00,43.0,150.0,190.0
2012-10-12 17:00,83.0,666.0,761.0
2011-09-10 23:00,19.0,62.0,76.0
2012-11-02 19:00,23.0,345.0,362.0
2011-12-08 13:00,8.0,136.0,131.0
2012-05-07 7:00,15.0,403.0,398.0
2011-10-13 22:00,16.0,113.0,138.0
2011-07-02 10:00,135.0,185.0,313.0
2012-05-14 7:00,6.0,144.0,118.0
2012-08-03 17:00,98.0,654.0,701.0
2011-12-04 7:00,5.0,21.0,23.0
2012-12-19 20:00,13.0,285.0,312.0
2011-10-03 20:00,9.0,110.0,122.0
2011-12-07 9:00,4.0,67.0,61.0
2011-05-19 22:00,12.0,75.0,81.0
2012-01-09 2:00,1.0,3.0,5.0
2012-01-14 16:00,24.0,127.0,167.0
2011-01-11 1:00,0.0,4.0,4.0
2012-10-05 15:00,103.0,274.0,387.0
2011-03-01 19:00,7.0,116.0,131.0
2011-01-08 22:00,1.0,25.0,25.0
2012-11-08 13:00,36.0,230.0,259.0
2012-12-04 6:00,2.0,115.0,107.0
2011-11-17 19:00,7.0,200.0,239.0
2012-02-19 0:00,7.0,64.0,64.0
2011-03-16 11:00,16.0,59.0,81.0
2012-12-13 6:00,2.0,148.0,141.0
2012-02-07 4:00,0.0,3.0,3.0
2011-06-18 1:00,17.0,53.0,77.0
2011-12-04 16:00,58.0,226.0,317.0
2011-01-10 14:00,6.0,53.0,59.0
2011-06-05 7:00,9.0,27.0,53.0
2011-01-02 12:00,35.0,49.0,66.0
2011-07-02 11:00,173.0,206.0,353.0
2011-08-11 1:00,6.0,14.0,19.0
2012-09-13 16:00,78.0,385.0,462.0
2011-12-11 23:00,3.0,38.0,52.0
2011-02-18 1:00,2.0,10.0,12.0
2012-07-19 18:00,86.0,606.0,687.0
2012-11-03 22:00,23.0,146.0,175.0
2011-11-05 4:00,1.0,5.0,6.0
2012-01-02 7:00,3.0,46.0,62.0
2011-02-04 23:00,3.0,30.0,35.0
2011-03-05 18:00,57.0,108.0,209.0
2012-04-03 17:00,97.0,604.0,662.0
2012-01-11 13:00,4.0,68.0,64.0
2012-02-01 5:00,1.0,19.0,20.0
2011-06-15 17:00,63.0,449.0,566.0
2012-02-18 15:00,92.0,225.0,349.0
2012-05-01 20:00,51.0,318.0,375.0
2011-06-01 19:00,28.0,250.0,306.0
2012-05-11 9:00,60.0,293.0,361.0
2011-08-12 14:00,73.0,152.0,215.0
2011-03-04 10:00,8.0,52.0,62.0
2011-02-18 8:00,14.0,305.0,253.0
2012-11-01 1:00,2.0,17.0,18.0
2012-02-05 9:00,12.0,78.0,104.0
2011-08-03 3:00,2.0,4.0,5.0
2011-01-01 1:00,2.0,18.0,17.0
2011-01-04 14:00,5.0,51.0,58.0
2011-12-03 7:00,2.0,26.0,28.0
2011-08-12 21:00,46.0,158.0,203.0
2012-11-02 1:00,3.0,20.0,24.0
2012-07-14 0:00,47.0,115.0,148.0
2012-02-01 18:00,29.0,543.0,634.0
2011-03-08 2:00,1.0,2.0,3.0
2012-03-04 12:00,70.0,241.0,313.0
2012-01-03 20:00,3.0,83.0,79.0
2012-11-17 21:00,22.0,172.0,213.0
2011-05-13 18:00,21.0,151.0,182.0
2012-02-02 6:00,1.0,62.0,79.0
2012-05-02 18:00,56.0,644.0,752.0
2012-04-12 13:00,66.0,195.0,260.0
2011-09-09 11:00,11.0,67.0,87.0
2011-09-06 2:00,1.0,3.0,5.0
2012-08-18 11:00,186.0,296.0,488.0
2011-01-05 17:00,6.0,138.0,138.0
2012-01-06 3:00,1.0,4.0,5.0
2012-10-16 10:00,47.0,176.0,221.0
2011-12-04 5:00,1.0,6.0,6.0
2011-11-11 16:00,48.0,208.0,261.0
2012-03-13 14:00,56.0,181.0,241.0
2011-04-11 17:00,75.0,278.0,332.0
2011-06-12 5:00,2.0,7.0,11.0
2011-05-07 4:00,2.0,4.0,7.0
2012-07-05 0:00,10.0,51.0,59.0
2011-05-06 6:00,4.0,92.0,79.0
2012-10-18 6:00,4.0,142.0,137.0
2011-03-05 4:00,1.0,3.0,4.0
2012-07-06 21:00,52.0,230.0,281.0
2012-02-09 17:00,14.0,392.0,423.0
2012-05-11 3:00,2.0,5.0,6.0
2012-12-13 8:00,15.0,512.0,753.0
2012-12-17 4:00,0.0,6.0,6.0
2011-10-12 18:00,11.0,121.0,124.0
2011-09-01 3:00,0.0,4.0,5.0
2011-12-17 11:00,23.0,167.0,174.0
2011-12-17 23:00,4.0,48.0,72.0
2012-06-02 19:00,159.0,330.0,467.0
2011-10-17 9:00,25.0,209.0,213.0
2011-12-19 16:00,19.0,215.0,231.0
2012-02-18 8:00,5.0,88.0,88.0
2011-09-13 3:00,1.0,4.0,5.0
2012-09-13 6:00,6.0,156.0,153.0
2011-01-05 15:00,7.0,62.0,67.0
2012-05-10 17:00,95.0,710.0,784.0
2012-01-02 17:00,16.0,160.0,185.0
2012-09-09 16:00,223.0,364.0,587.0
2012-03-17 11:00,88.0,207.0,294.0
2011-11-12 8:00,8.0,82.0,78.0
2012-04-06 4:00,1.0,4.0,5.0
2012-11-06 13:00,25.0,210.0,222.0
2012-05-04 6:00,7.0,118.0,119.0
