datetime,count
2011-06-14 15:00,181.0
2011-06-07 9:00,206.0
2012-07-08 6:00,37.0
2011-12-19 13:00,142.0
2011-08-10 0:00,38.0
2012-05-07 21:00,222.0
2012-01-08 6:00,6.0
2011-01-06 19:00,100.0
2011-08-17 21:00,213.0
2012-02-04 0:00,60.0
2012-05-19 7:00,93.0
2011-06-12 3:00,27.0
2011-06-09 22:00,160.0
2011-01-07 9:00,114.0
2012-05-10 7:00,451.0
2012-01-02 21:00,78.0
2011-03-19 1:00,48.0
2012-07-15 14:00,425.0
2012-11-11 10:00,320.0
2011-10-14 11:00,89.0
2012-10-08 6:00,16.0
2012-03-09 9:00,233.0
2011-07-06 23:00,105.0
2012-01-03 18:00,180.0
2011-01-18 13:00,51.0
2012-07-17 4:00,7.0
2012-01-07 12:00,290.0
2012-03-09 2:00,7.0
2012-08-09 1:00,28.0
2011-10-17 22:00,130.0
2012-01-16 2:00,12.0
2012-08-03 23:00,182.0
2012-08-10 22:00,242.0
2012-10-03 23:00,133.0
2012-08-04 21:00,320.0
2011-06-19 4:00,10.0
2012-02-11 20:00,75.0
2011-09-02 17:00,512.0
2012-06-02 0:00,130.0
2011-04-13 19:00,198.0
2012-12-05 1:00,15.0
2011-11-02 9:00,155.0
2012-01-10 11:00,144.0
2012-03-15 20:00,290.0
2011-06-04 14:00,439.0
2011-05-11 5:00,23.0
2012-11-18 16:00,363.0
2011-12-08 18:00,301.0
2011-10-10 9:00,209.0
2011-11-16 11:00,44.0
2011-08-19 15:00,212.0
2012-01-16 15:00,155.0
2012-06-19 3:00,5.0
2012-04-07 5:00,9.0
2012-09-07 2:00,15.0
2012-12-10 4:00,6.0
2012-12-08 5:00,11.0
2012-11-16 0:00,52.0
2012-01-15 19:00,119.0
2011-02-06 21:00,48.0
2012-01-19 21:00,117.0
2011-06-09 8:00,451.0
2012-09-17 23:00,71.0
2012-08-05 6:00,25.0
2011-02-13 7:00,7.0
2011-10-01 15:00,275.0
2012-03-04 19:00,155.0
2011-07-14 19:00,419.0
2012-08-09 6:00,155.0
2012-10-09 5:00,35.0
2011-12-06 12:00,83.0
2012-04-05 2:00,7.0
2012-11-15 7:00,475.0
2012-04-09 21:00,149.0
2011-04-17 13:00,297.0
2012-04-19 14:00,261.0
2012-11-08 14:00,237.0
2012-05-05 19:00,319.0
2012-11-19 21:00,195.0
2012-01-01 1:00,51.0
2011-12-01 19:00,286.0
2011-07-06 16:00,277.0
2011-03-04 6:00,26.0
2011-02-16 15:00,99.0
2012-12-03 2:00,8.0
2012-01-16 14:00,154.0
2011-11-15 7:00,315.0
2012-09-05 12:00,281.0
2011-06-08 6:00,115.0
2011-08-09 4:00,6.0
2011-09-17 19:00,238.0
2012-08-06 23:00,113.0
2012-03-16 5:00,17.0
2012-07-18 6:00,165.0
2011-04-07 20:00,150.0
2012-01-14 13:00,227.0
2012-05-08 21:00,247.0
2011-04-11 5:00,10.0
2011-02-01 7:00,55.0
2012-07-03 10:00,186.0
2011-02-19 19:00,80.0
2011-08-02 4:00,5.0
2012-02-13 11:00,95.0
2012-07-04 20:00,440.0
2012-08-04 19:00,463.0
2012-10-16 16:00,493.0
2012-03-05 15:00,127.0
2011-12-05 13:00,143.0
2012-02-09 0:00,24.0
2011-06-06 12:00,196.0
2012-03-01 8:00,630.0
2011-09-03 4:00,9.0
2012-02-02 10:00,66.0
2011-08-12 9:00,226.0
2011-08-09 1:00,14.0
2012-01-07 3:00,21.0
2012-09-14 21:00,276.0
2011-08-16 20:00,286.0
2012-06-11 19:00,524.0
2012-08-18 7:00,78.0
2011-05-16 20:00,209.0
2011-01-03 7:00,68.0
2011-04-09 5:00,4.0
2011-10-11 13:00,178.0
2011-02-12 0:00,24.0
2011-06-03 17:00,598.0
2011-02-13 1:00,29.0
2011-12-11 8:00,68.0
2011-02-19 1:00,28.0
2011-06-02 15:00,194.0
2012-10-12 17:00,816.0
2011-09-10 23:00,80.0
2012-11-02 19:00,333.0
2011-12-08 13:00,137.0
2012-05-07 7:00,376.0
2011-10-13 22:00,143.0
2011-07-02 10:00,310.0
2012-05-14 7:00,148.0
2012-08-03 17:00,691.0
2011-12-04 7:00,25.0
2012-12-19 20:00,306.0
2011-10-03 20:00,130.0
2011-12-07 9:00,48.0
2011-05-19 22:00,79.0
2012-01-09 2:00,5.0
2012-01-14 16:00,183.0
2011-01-11 1:00,3.0
2012-10-05 15:00,424.0
2011-03-01 19:00,153.0
2011-01-08 22:00,24.0
2012-11-08 13:00,258.0
2012-12-04 6:00,102.0
2011-11-17 19:00,238.0
2012-02-19 0:00,67.0
2011-03-16 11:00,79.0
2012-12-13 6:00,162.0
2012-02-07 4:00,2.0
2011-06-18 1:00,83.0
2011-12-04 16:00,310.0
2011-01-10 14:00,50.0
2011-06-05 7:00,40.0
2011-01-02 12:00,58.0
2011-07-02 11:00,349.0
2011-08-11 1:00,18.0
2012-09-13 16:00,509.0
2011-12-11 23:00,49.0
2011-02-18 1:00,16.0
2012-07-19 18:00,688.0
2012-11-03 22:00,161.0
2011-11-05 4:00,7.0
2012-01-02 7:00,56.0
2011-02-04 23:00,35.0
2011-03-05 18:00,183.0
2012-04-03 17:00,708.0
2012-01-11 13:00,68.0
2012-02-01 5:00,18.0
2011-06-15 17:00,555.0
2012-02-18 15:00,378.0
2012-05-01 20:00,388.0
2011-06-01 19:00,324.0
2012-05-11 9:00,369.0
2011-08-12 14:00,219.0
2011-03-04 10:00,74.0
2011-02-18 8:00,274.0
2012-11-01 1:00,19.0
2012-02-05 9:00,94.0
2011-08-03 3:00,5.0
2011-01-01 1:00,18.0
2011-01-04 14:00,58.0
2011-12-03 7:00,28.0
2011-08-12 21:00,205.0
2012-11-02 1:00,26.0
2012-07-14 0:00,150.0
2012-02-01 18:00,600.0
2011-03-08 2:00,4.0
2012-03-04 12:00,371.0
2012-01-03 20:00,75.0
2012-11-17 21:00,177.0
2011-05-13 18:00,230.0
2012-02-02 6:00,84.0
2012-05-02 18:00,824.0
2012-04-12 13:00,241.0
2011-09-09 11:00,64.0
2011-09-06 2:00,4.0
2012-08-18 11:00,524.0
2011-01-05 17:00,161.0
2012-01-06 3:00,7.0
2012-10-16 10:00,205.0
2011-12-04 5:00,9.0
2011-11-11 16:00,268.0
2012-03-13 14:00,227.0
2011-04-11 17:00,404.0
2011-06-12 5:00,9.0
2011-05-07 4:00,7.0
2012-07-05 0:00,60.0
2011-05-06 6:00,90.0
2012-10-18 6:00,142.0
2011-03-05 4:00,2.0
2012-07-06 21:00,299.0
2012-02-09 17:00,453.0
2012-05-11 3:00,6.0
2012-12-13 8:00,840.0
2012-12-17 4:00,6.0
2011-10-12 18:00,154.0
2011-09-01 3:00,7.0
2011-12-17 11:00,189.0
2011-12-17 23:00,69.0
2012-06-02 19:00,446.0
2011-10-17 9:00,208.0
2011-12-19 16:00,216.0
2012-02-18 8:00,87.0
2011-09-13 3:00,5.0
2012-09-13 6:00,167.0
2011-01-05 15:00,63.0
2012-05-10 17:00,801.0
2012-01-02 17:00,216.0
2012-09-09 16:00,674.0
2012-03-17 11:00,335.0
2011-11-12 8:00,84.0
2012-04-06 4:00,5.0
2012-11-06 13:00,228.0
2012-05-04 6:00,154.0
2012-10-13 11:00,518.0
2012-05-01 12:00,245.0
2011-11-16 19:00,136.0
2012-07-09 22:00,218.0
2012-10-09 4:00,8.0
2012-03-09 8:00,405.0
2011-11-05 9:00,138.0
2012-05-12 20:00,352.0
2012-12-06 15:00,228.0
2011-11-07 23:00,52.0
2012-02-16 18:00,215.0
2011-09-07 18:00,132.0
2011-02-10 17:00,171.0
2011-06-14 20:00,284.0
2011-11-06 16:00,362.0
2012-11-14 13:00,239.0
2011-11-15 6:00,107.0
2012-10-12 18:00,582.0
2012-01-09 8:00,390.0
2011-05-05 21:00,176.0
2012-09-17 10:00,218.0
2012-08-18 9:00,333.0
2012-04-10 5:00,27.0
2011-11-11 10:00,178.0
2011-11-15 15:00,176.0
2012-03-01 18:00,581.0
2011-10-11 2:00,6.0
2011-04-16 3:00,16.0
2011-07-04 12:00,395.0
2011-04-05 8:00,60.0
2011-06-09 3:00,4.0
2011-04-19 3:00,3.0
2011-12-02 4:00,3.0
2011-10-04 19:00,344.0
2012-12-12 18:00,505.0
2012-06-11 7:00,418.0
2011-12-10 14:00,290.0
2012-04-19 2:00,6.0
2012-04-08 13:00,562.0
2012-04-04 6:00,122.0
2012-01-16 23:00,36.0
2011-09-12 16:00,311.0
2011-05-07 11:00,327.0
2012-07-01 15:00,400.0
2011-01-15 13:00,110.0
2012-03-06 2:00,4.0
2011-02-15 1:00,4.0
2011-11-09 13:00,160.0
2011-09-19 21:00,161.0
2012-07-02 8:00,632.0
2011-03-09 15:00,72.0
2011-09-05 11:00,233.0
2012-12-09 0:00,96.0
2011-06-08 3:00,5.0
2011-03-13 3:00,20.0
2011-01-05 19:00,108.0
2012-10-01 18:00,670.0
2011-08-14 19:00,282.0
2011-06-04 2:00,61.0
2012-09-19 11:00,255.0
2012-06-15 11:00,307.0
2011-03-15 9:00,137.0
2012-06-09 11:00,562.0
2012-02-07 12:00,165.0
2012-03-11 22:00,107.0
2012-11-19 13:00,232.0
2012-04-05 4:00,5.0
2011-02-03 15:00,58.0
2012-02-12 23:00,27.0
2011-05-18 17:00,480.0
2012-02-17 20:00,176.0
2011-07-07 3:00,4.0
2011-04-06 11:00,95.0
2012-06-12 14:00,96.0
2012-06-06 11:00,252.0
2011-10-19 15:00,61.0
2012-05-06 2:00,72.0
2011-05-18 12:00,125.0
2012-07-08 19:00,322.0
2012-07-09 16:00,402.0
2011-07-08 4:00,5.0
2012-10-07 20:00,168.0
2011-12-14 5:00,16.0
2011-03-08 22:00,49.0
2012-04-15 11:00,521.0
2012-11-15 15:00,241.0
2012-08-11 13:00,566.0
2011-03-18 19:00,250.0
2011-01-11 22:00,17.0
2011-09-05 23:00,65.0
2011-10-07 1:00,22.0
2011-11-09 20:00,196.0
2011-06-14 18:00,492.0
2011-02-08 20:00,61.0
2011-07-13 8:00,411.0
2012-12-11 6:00,106.0
2011-07-14 13:00,207.0
2012-12-06 10:00,164.0
2011-12-06 15:00,76.0
2011-09-03 12:00,401.0
2012-06-03 4:00,10.0
2012-02-14 22:00,108.0
2011-07-09 4:00,9.0
2012-05-06 19:00,344.0
2012-02-01 11:00,148.0
2011-12-13 6:00,64.0
2011-02-17 23:00,48.0
2011-12-14 8:00,401.0
2012-12-06 14:00,200.0
2012-02-19 22:00,56.0
2011-10-12 10:00,114.0
2012-07-05 12:00,268.0
2011-05-12 4:00,6.0
2011-10-13 6:00,61.0
2012-08-02 9:00,350.0
2012-06-04 9:00,317.0
2011-05-09 12:00,198.0
2011-02-17 20:00,134.0
2012-08-19 6:00,32.0
2012-06-10 16:00,526.0
2011-02-05 12:00,51.0
2011-12-03 17:00,303.0
2012-08-05 21:00,201.0
2011-12-13 23:00,64.0
2011-06-14 16:00,317.0
2011-05-05 23:00,83.0
2012-11-12 8:00,209.0
2012-10-19 11:00,208.0
2011-04-16 0:00,54.0
2011-11-09 17:00,500.0
2012-08-14 23:00,135.0
2012-03-04 14:00,328.0
2012-06-18 1:00,20.0
2012-05-19 14:00,678.0
2011-07-14 10:00,138.0
2012-05-03 4:00,6.0
2011-10-15 11:00,359.0
2012-04-13 1:00,21.0
2012-04-17 0:00,42.0
2011-02-02 5:00,3.0
2011-03-15 7:00,153.0
2012-09-14 23:00,189.0
2012-03-17 19:00,351.0
2012-12-13 1:00,13.0
2012-06-09 20:00,417.0
2011-11-06 23:00,47.0
2012-12-06 13:00,221.0
2012-10-12 8:00,784.0
2011-07-12 8:00,430.0
2011-07-16 20:00,274.0
2011-04-18 4:00,3.0
2011-04-17 20:00,138.0
2012-12-12 23:00,103.0
2011-07-14 11:00,171.0
2011-05-10 18:00,540.0
2012-06-15 15:00,365.0
2011-12-03 18:00,218.0
2011-03-12 11:00,134.0
2012-08-02 14:00,242.0
2012-08-07 1:00,22.0
2011-11-04 23:00,87.0
2012-02-09 19:00,262.0
2012-04-02 13:00,245.0
2012-10-04 8:00,724.0
2012-04-13 9:00,370.0
2012-03-13 4:00,4.0
2012-09-16 3:00,34.0
2011-03-04 22:00,62.0
2012-07-02 2:00,9.0
2011-10-07 16:00,366.0
2012-12-11 12:00,209.0
2012-06-12 20:00,303.0
2011-03-01 18:00,234.0
2012-04-16 6:00,47.0
2012-06-06 3:00,6.0
2012-06-11 23:00,102.0
2012-03-07 20:00,261.0
2011-01-07 23:00,28.0
2011-07-06 2:00,9.0
2011-04-16 15:00,70.0
2011-03-08 8:00,276.0
2012-01-02 19:00,126.0
2012-06-02 23:00,188.0
2011-05-09 20:00,232.0
2011-06-10 7:00,279.0
2011-06-09 1:00,18.0
2011-06-14 3:00,5.0
2011-03-18 21:00,149.0
2011-06-13 8:00,486.0
2011-04-08 19:00,39.0
2012-12-02 4:00,10.0
2011-07-01 11:00,201.0
2011-10-16 18:00,311.0
2012-09-18 0:00,26.0
2011-10-14 7:00,159.0
2011-01-16 14:00,101.0
2012-08-12 14:00,576.0
2012-07-06 20:00,339.0
2012-08-11 1:00,109.0
2012-12-11 0:00,35.0
2011-07-16 11:00,348.0
2012-08-07 4:00,7.0
2011-09-01 1:00,15.0
2012-03-17 20:00,291.0
2012-11-18 1:00,98.0
2011-09-02 14:00,207.0
2011-07-04 5:00,14.0
2012-11-13 1:00,11.0
2011-02-15 11:00,57.0
2011-04-09 9:00,85.0
2011-10-04 11:00,152.0
2012-06-14 1:00,23.0
2011-02-12 14:00,146.0
2011-06-15 4:00,5.0
2012-05-08 7:00,453.0
2011-09-10 11:00,358.0
2012-01-19 22:00,90.0
2012-10-03 20:00,456.0
2011-08-02 12:00,173.0
2011-10-10 11:00,209.0
2012-01-07 13:00,332.0
2011-01-06 5:00,6.0
2012-02-02 16:00,263.0
2012-03-13 20:00,337.0
2011-02-02 1:00,5.0
2012-04-07 13:00,553.0
2011-12-01 17:00,425.0
2012-07-11 2:00,7.0
2011-05-01 0:00,75.0
2012-03-04 8:00,69.0
2011-11-01 19:00,304.0
2011-11-18 17:00,412.0
2012-06-10 4:00,15.0
2011-06-02 6:00,105.0
2011-07-02 4:00,9.0
2011-08-16 14:00,168.0
2012-04-03 1:00,11.0
2012-05-05 11:00,522.0
2011-01-09 1:00,11.0
2012-05-08 12:00,237.0
2012-09-05 21:00,270.0
2012-04-02 9:00,285.0
2012-07-10 19:00,415.0
2012-04-17 18:00,728.0
2012-03-08 11:00,203.0
2012-05-03 15:00,300.0
2012-04-15 14:00,595.0
2011-07-12 2:00,8.0
2011-08-14 11:00,255.0
2012-06-11 20:00,371.0
2012-09-03 3:00,20.0
2012-09-03 6:00,20.0
2011-01-03 0:00,7.0
2011-06-06 4:00,4.0
2011-06-06 22:00,152.0
2012-07-04 21:00,298.0
2012-03-09 15:00,237.0
2011-02-02 15:00,80.0
2012-12-10 13:00,132.0
2011-10-19 5:00,11.0
2011-09-16 0:00,39.0
2011-01-18 19:00,89.0
2011-06-13 2:00,8.0
2012-04-17 22:00,160.0
2011-09-19 12:00,185.0
2012-10-13 4:00,8.0
2012-05-09 6:00,129.0
2012-12-01 3:00,27.0
2011-06-09 16:00,202.0
2011-09-15 15:00,174.0
2011-03-13 7:00,21.0
2011-05-15 10:00,233.0
2011-06-19 3:00,32.0
2012-08-18 17:00,584.0
2012-08-17 7:00,487.0
2011-02-12 20:00,56.0
2011-08-18 0:00,42.0
2011-07-19 0:00,35.0
2011-07-12 20:00,311.0
2012-12-19 13:00,236.0
2012-01-01 23:00,41.0
2011-07-14 8:00,446.0
2011-05-09 18:00,463.0
2011-03-13 13:00,274.0
2011-07-18 20:00,294.0
2011-11-18 12:00,173.0
2012-09-10 21:00,280.0
2012-07-06 18:00,582.0
2011-12-19 6:00,91.0
2011-07-16 6:00,15.0
2011-03-01 1:00,3.0
2012-07-07 14:00,427.0
2012-06-04 12:00,308.0
2011-01-16 21:00,30.0
2011-06-09 4:00,5.0
2011-05-05 3:00,3.0
2011-10-11 18:00,402.0
2011-08-06 20:00,166.0
2011-01-02 0:00,32.0
2012-07-03 20:00,326.0
2011-06-04 6:00,27.0
2011-03-06 20:00,17.0
2011-09-11 11:00,349.0
2011-04-05 19:00,168.0
2011-04-01 6:00,59.0
2011-12-17 10:00,163.0
2011-03-09 14:00,71.0
2011-05-14 6:00,20.0
2012-08-18 8:00,191.0
2012-03-05 0:00,17.0
2012-12-17 23:00,67.0
2011-02-07 8:00,245.0
2012-10-19 14:00,354.0
2012-07-05 10:00,174.0
2012-02-08 12:00,125.0
2011-08-04 9:00,218.0
2011-12-12 22:00,82.0
2011-03-08 16:00,127.0
2012-07-09 6:00,72.0
2011-01-02 11:00,53.0
2011-03-12 8:00,31.0
2011-03-12 22:00,65.0
2011-02-03 7:00,97.0
2011-05-16 2:00,8.0
2012-08-03 13:00,328.0
