fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,port_congestion_level,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,shipping_costs
5.378060082,1.808199793,6.229264832,443.6214866,1.427065768,0.005190607,0.838429463,0.001607579,9.621055556,0.207534448,1.526364566,8163.576431,33.94850024,2.57E-06,9.90750663,0.501596985,0.176163669,0.999903871,219.3290109
7.66582336,4.639890518,9.195519373,24.65183392,2.745087517,0.336014807,0.779954004,0.6949488,3.779336418,0.310475321,1.001239361,9978.215559,-9.481046517,0.263342181,3.390478709,0.502566635,0.785133923,0.935453292,961.0781529
12.6179272,4.303424805,8.896589058,370.5375507,2.599165083,0.395823096,0.153994043,0.521328598,9.172004699,0.782277816,9.246204092,2943.441766,19.61848166,0.698204908,8.988752767,0.874239312,0.935724362,0.95261073,158.7257099
5.138370246,4.989708554,5.37265828,4.09902784,2.871930012,0.471894087,0.535235027,0.530490941,2.839496169,0.996004647,3.94543697,7224.727303,21.43462163,0.790922189,9.999335437,4.240464353,0.943185101,0.793185107,115.8285178
6.001007238,4.994635728,1.472931995,55.21195441,4.371111841,0.286441629,0.845134104,0.052156971,1.306236796,0.01889121,4.408468697,448.4043582,-9.999998183,0.135189441,4.986957496,3.2321842,0.675502716,0.513400429,113.3432813
5.000000445,-0.346368858,1.450323447,18.92257069,1.283072646,0.224241396,0.045558627,0.793032486,9.573003413,0.275834804,1.490909815,8751.79314,8.099548557,0.019594196,9.720374521,2.155054606,0.689267316,0.195046106,912.8600802
19.46703173,4.563928241,9.405083672,232.6773549,3.773323903,0.620308388,0.779765882,0.211111521,6.4587443,0.111463133,1.007831183,6721.774521,-5.898583145,0.018689434,8.035103685,0.651116013,0.987246852,0.998602809,158.4075195
5.627314289,-0.330389213,6.782112772,56.52038271,4.322212053,0.009437218,0.869616768,0.806323327,2.063097314,0.629599218,14.89772303,3654.160316,-2.916737564,0.990055662,8.645449487,4.532008405,0.000487072,0.994946367,103.1934719
5.036266419,-1.279525545,0.138952554,455.2178084,0.501092468,0.040017823,0.739171199,0.598795257,4.597603134,0.277474255,8.106891632,6716.885998,-8.491433411,0.015895491,4.865510183,3.142306025,0.708215262,0.590238938,285.1724862
5.001625918,4.909053829,6.52488592,343.0445545,4.658985165,0.013476559,0.945106213,0.061629402,4.150562026,0.063648256,1.0082829,687.2435773,-9.705915706,0.007150836,5.157934249,3.994554517,0.499291739,0.995134392,186.1480333
5.965113594,0.953609957,3.929661218,117.8878169,1.694331053,0.433238703,0.998693886,0.799678482,4.964824732,0.961623908,4.126340064,9702.079105,31.34514418,0.009827834,9.228818074,2.743030344,0.080653831,0.689759052,207.1823049
5.555734223,1.458750005,6.059335927,838.6855124,1.767234525,0.987784988,0.64208712,0.234501195,0.455819957,0.550072269,4.866494566,5052.610954,-5.84480419,0.026304198,9.48664807,1.591359126,0.588796662,0.227768897,548.6602547
5.011879451,4.864165649,4.730472515,61.65177964,3.917734711,0.263765718,0.999888551,0.975973669,3.010965101,0.36214209,14.93411198,5515.400744,14.54681459,5.36E-05,2.046978578,3.384155962,0.096113039,0.730926746,664.2854128
5.000424345,4.998602655,6.57809584,333.5999761,3.872306268,0.063573194,0.999288774,0.999931947,0.511094532,0.587828078,5.728717104,7227.105721,-9.909988689,0.176554055,5.418797388,0.504834404,0.03842763,0.999505755,999.9824517
5.451173245,4.885917896,2.565734764,61.45566749,3.870085371,0.001254455,0.206940149,0.81428808,2.338705459,0.943706144,1.004170236,9242.653781,-4.319053585,0.175362063,9.997401437,3.510068657,0.780801786,0.955734067,319.5275456
5.515055099,4.02868616,1.318352364,992.364393,2.670531449,4.19E-06,0.987475176,0.986917964,8.837790714,0.655744701,3.319695101,9995.47915,14.41606766,0.715700439,9.649943451,0.65577447,0.058991761,0.000183996,971.1405851
19.50117432,3.427726381,1.687175814,20.53840978,3.183965818,0.182222401,0.304452148,0.58774229,4.015368197,0.142836861,2.045116182,150.1912492,-9.980333893,0.566242745,8.833062607,0.587244818,0.976661218,0.546824103,667.9835874
5.606163366,3.735248198,8.026608393,349.3161458,4.858963089,0.072710382,0.968566447,0.206649854,9.924685729,0.133569044,14.46744705,8327.379344,-9.443322668,0.087827761,2.511617571,0.880685376,0.29761382,0.780413959,287.7539232
5.000160249,-1.809064942,2.826734333,40.31292293,0.534736624,0.140120057,0.049209278,1.80E-05,8.230910764,0.990927603,13.6408673,1755.173875,20.61555687,0.010250342,9.151203297,0.762270597,0.05585902,0.298650768,180.9139166
5.000000068,0.614711053,2.362143934,375.8918748,4.447030553,0.265663746,0.980324457,0.096927506,8.477700219,0.004561301,2.679252877,9990.474337,12.6373511,1.23E-05,9.756094114,1.061575952,0.380659983,0.91514615,346.8743471
19.90569367,-0.111904754,8.694654923,22.76241235,1.472394489,0.600103437,0.96719404,0.78446969,9.991133855,0.981910828,1.022456844,9945.148395,11.08840403,0.010097453,6.908288703,1.150647545,0.710605781,0.219788946,154.650715
5.025059624,4.982993527,5.115778891,189.8668422,0.500574839,0.058733486,0.820867674,0.099809341,4.097973289,0.915018448,4.463960219,9997.085454,27.24337214,0.025807624,9.800552623,3.733353025,0.66971846,0.984234814,798.59849
5.50773195,-0.284665227,9.731834828,967.0397208,0.517463721,0.029389703,0.296504711,0.15279855,7.3891102,0.995374219,8.54474738,9958.308686,4.286861966,0.4221264,6.508680278,0.83207342,0.10351722,0.998146527,582.1329011
5.005729788,3.831359119,9.795817723,126.2277798,0.556093926,0.618931097,0.30566099,0.604374607,0.939213476,0.012088805,13.85133401,9692.764871,-2.83310044,0.000579834,8.361834913,2.613491172,0.028280025,0.331448154,511.7126256
5.005444537,3.839162394,0.342216353,981.7301256,1.98128869,0.031060419,0.618491453,0.602804635,9.970039614,0.70646331,1.00098871,3448.989165,-9.631854743,0.000437772,9.60455982,3.009745586,0.252918719,0.955936972,754.5722322
5.07481365,3.845242884,0.004039759,922.2099728,0.85593199,0.312251839,0.393148431,0.644655684,4.596948835,0.141261277,2.710618722,7749.768567,14.5471417,0.977154384,2.011103665,2.66168497,0.478536084,0.377302455,988.4205343
5.24966358,-0.135645379,7.41741637,5.692792986,4.332551818,2.14E-07,0.965896508,0.065449731,3.660046618,0.789734423,12.53382839,9068.74152,38.28020989,7.65E-05,8.651285674,0.941051419,0.936919854,0.101253845,137.4105419
5.000000074,4.388458918,8.554631826,993.6406053,2.422402736,0.782750767,0.911855947,0.160336216,0.264990938,0.220698321,1.16392036,9990.282542,-7.74677557,0.000489424,0.3901149,0.764862339,0.914714339,0.744674288,100.2286054
5.002016069,-0.025201471,4.881362493,0.252842983,3.291753631,0.374648702,0.555270371,0.000261563,6.162591275,0.072370436,12.08434299,9989.554063,-5.156386916,0.55684261,9.035635197,0.704353753,0.014673134,0.20741273,510.3766586
17.29449459,4.262434371,0.061408861,617.1689385,1.641273115,0.018856849,0.012556459,0.969680064,3.210480616,0.764094282,4.301511208,9997.77512,-0.491824585,0.021071774,9.454782639,2.704028726,0.153625917,0.041578751,846.310898
5.224346251,4.840514565,0.255395763,198.8395176,0.640591344,0.004644477,0.768722246,0.85130286,5.861809724,0.214551029,2.026560204,2303.543631,-9.991840002,0.127642775,9.999581955,4.419350274,0.328125386,0.877965396,837.5532107
8.960881215,0.69793376,4.189751205,104.000143,0.553081898,0.719783942,0.524948399,0.021209386,6.916443682,0.052983688,1.000014261,1639.734554,4.30396623,0.063314195,9.035462938,3.025987268,0.981584611,0.53928757,922.8252388
5.822377226,4.513111633,9.431816218,159.0393298,0.798553119,0.321261068,0.302252705,0.598148016,3.462795192,0.303209524,8.158068056,9845.484053,-9.999995951,0.029082849,9.999999746,2.37231466,0.99760202,0.204733558,728.0676564
9.328036051,4.721253551,8.102102517,24.33192635,2.40014403,0.179873737,0.922897218,0.995941851,9.995006968,0.216575283,7.311228676,9803.982443,-1.699673102,0.680613116,0.444060898,0.650184149,0.957320079,0.376837146,614.1934026
5.000000469,4.365422585,1.351111035,527.5026766,4.624037071,0.112618517,0.235340161,0.27301365,9.853875903,0.026794465,1.015304543,9648.76087,1.896367688,0.933563082,9.897623321,2.605326978,0.164991408,0.921137854,101.0735759
5,4.759653269,4.703830606,0.433206577,0.714437745,0.000375457,0.99091521,0.099774056,9.805860846,0.822266221,1.009870993,6479.445066,-6.417507548,0.383249706,9.112012459,3.111287476,0.619276007,0.008419583,613.2938527
17.44909443,4.998949504,9.999993076,80.02953852,0.694259294,0.265628104,0.048376691,0.756889238,0.01105368,0.122339514,2.74365345,854.4570267,-7.632677938,5.94E-06,2.706109866,0.948898855,0.025575822,0.114180253,139.2124509
5.054604084,2.331329075,3.740546816,0.00020623,4.39521777,0.891878694,0.51184689,0.02022915,9.01193582,0.19176484,2.061149247,9961.339585,37.93121711,0.215863483,9.993947135,2.159101589,0.039376468,0.206878652,118.9623282
5.15562795,4.831651673,1.880202938,37.63152986,1.731939546,0.813739205,0.919334423,0.433751477,9.724533062,0.782998262,1.633470929,6120.829603,-7.7555204,0.997185091,9.997093843,2.820182359,0.644344775,0.053283575,144.3464874
7.662680327,4.997876839,7.086958063,858.1710382,0.594219479,3.21E-06,0.999999772,0.637920942,9.256644323,0.867634841,3.361491558,9977.202879,-9.999509998,0.78394732,9.648996586,3.257341942,0.897872844,0.309270124,870.3318109
7.61650726,4.436004309,9.790427787,98.44568619,3.821072522,0.746100554,0.612586274,0.926068761,5.972667502,0.000246866,1.005982891,6533.773452,-8.407524079,0.884079087,9.593559876,2.257751773,0.446001977,0.980139751,100.7486107
5.330304732,4.961553936,4.443241932,916.463273,4.566482674,0.019332437,0.204345181,0.725925333,3.690258721,0.999966239,10.04492156,8615.060773,-7.967653924,0.001235947,9.999396988,0.566628473,0.233065011,0.784790413,986.0674665
5.054163667,2.276031101,1.405917619,8.277391871,1.983272489,0.242965992,0.868749483,0.551369897,0.54804193,0.794780532,3.019663152,202.2281095,-2.214323151,0.030732176,4.640361103,4.660530202,0.02524373,0.888518897,259.241068
5.000000204,1.706005264,4.928034266,27.53167745,4.700019074,0.935828443,0.994047433,0.883665873,2.332405425,0.990578221,14.82279052,6238.064548,-9.966429977,0.168504783,0.366193599,0.500573263,0.706821393,0.813764017,236.1811442
5.936765238,3.928240184,5.394841563,823.5879329,4.069744788,0.038235516,0.217746241,0.085612057,4.54839326,0.409612621,1.497134024,7743.699119,3.338048819,0.698421012,9.998611145,2.623139879,0.933374615,0.999267298,822.1864893
5.015257533,1.197882958,8.269544454,46.29877663,0.541873554,0.024227565,0.897287184,0.074940487,9.219929417,0.029972792,9.40454429,8798.548082,-9.997275287,0.405693122,7.118098157,0.521901936,0.483846675,0.152322493,565.1775407
6.537221594,4.469110277,3.715440038,0.174503693,1.303085902,0.36619061,0.942801038,0.995241949,9.987162713,0.008558015,13.30100936,8726.674225,2.602423832,0.001551325,1.012249955,1.336945049,0.105225008,0.555142736,946.9376731
19.93390165,4.806184185,9.394943617,228.0700984,4.669848782,0.920942476,0.992736695,0.058226472,9.837333939,0.988785779,3.96865865,9079.020132,-8.715292926,0.893744304,3.515704571,0.537070322,0.04810848,0.987342996,788.1397622
12.20444257,-1.13303401,0.526020909,0.293846721,2.068449144,0.421671761,0.398239298,0.303882891,9.730748718,0.000978445,1.003141,9495.811118,-9.999661694,0.2834255,4.747639403,1.563726251,0.111246941,0.987221345,260.0677379
7.157687309,4.85629929,2.309775171,836.4949534,4.862030272,0.147128741,0.007081857,0.607400149,7.548800589,0.255059831,3.453714135,102.2089327,-9.934826256,0.021665006,6.328277475,3.175522068,0.917023963,0.358226716,695.5006666
11.34970163,3.482197986,1.098098514,542.9748279,0.500203541,0.163759918,0.896633482,0.032823451,3.515975997,0.965001336,8.042688465,1854.454255,8.10736935,0.529922091,0.88444,0.560202893,0.774584298,0.86486861,454.8008581
5.415421416,-0.723474053,3.923439145,613.863784,4.954680882,0.172725074,0.032612115,0.967620346,9.998781981,0.564632678,1.244399474,1722.163735,-8.291858512,8.69E-05,5.424795614,1.860868233,0.001136985,0.733097047,271.0102723
5.000109882,-0.592206331,0.092498257,701.5840599,1.708423648,0.570463988,0.999974248,0.827819661,9.992597939,0.056689604,3.287268826,9829.639751,-9.997092767,0.640424009,9.999978379,2.228976355,0.614491945,0.6469987,555.066045
6.154268418,0.236703064,9.942302285,0.301085125,3.590571547,0.000913075,0.611358624,0.021303638,4.028139913,0.282515329,11.87256775,9441.152258,-9.999981152,2.94E-05,3.875358976,0.705707697,0.263780808,0.452076943,142.2079867
7.76945235,4.999478041,9.995047661,25.07556171,0.71561985,0.000485355,0.049913271,0.582123134,0.300839637,0.998742786,1.080081468,753.4248854,-8.979785147,0.011268968,9.90944371,2.494842949,0.328558839,0.967899076,100.0831624
5.014279277,1.89072697,9.980833262,3.280276897,3.932047678,2.31E-05,0.032693206,0.883213701,9.254483822,0.145404179,5.833710344,5667.855605,3.313699271,0.253628452,0.413525528,0.674241519,0.006414224,0.947408826,521.7839953
6.958841932,4.993838142,6.570093777,138.0598606,2.65921428,0.066586373,0.810864143,0.717047268,9.930153852,0.364911585,1.215230033,4304.142979,6.78400554,0.340782346,9.984684262,0.502739533,0.001880555,0.995018266,815.498946
5.118398939,-0.828997428,3.773264332,0.027008383,3.118154631,0.47706486,0.712456261,0.681532221,9.84140677,0.384819674,1.401520572,8980.6681,30.23811791,0.22997925,9.515453022,4.508732601,0.009508432,0.155297022,690.9802476
6.866625159,4.089319856,6.02344233,155.7391524,1.525102347,0.099289843,0.950852358,0.002089859,9.754682798,0.067383778,14.17840963,9521.436208,-8.919546063,0.524361842,9.752648211,0.589732277,0.999711266,0.457463712,602.9891049
8.660723256,4.827433474,5.423438126,995.6637743,1.257902634,0.360425614,0.610931112,0.880747703,9.87757015,0.920705233,2.615301931,203.0853611,5.695581969,0.000546885,9.893623536,1.453613182,0.990251655,0.706807799,178.7422194
5.16578651,4.618954317,3.461586268,814.7906926,3.016238206,0.005261332,0.944114106,0.01557985,6.903447956,0.089455838,1.091380941,9552.703044,-9.982962342,0.051268857,1.443585651,0.502960521,0.750204091,0.457695094,108.7408691
9.992733317,3.378051458,9.379615891,144.381833,3.327066831,0.204620639,0.385720535,0.075991626,8.541693586,0.995788434,1.084370992,6948.621583,-9.999953872,0.262778948,9.999949295,4.295571669,0.177210751,0.850548187,311.2609132
5.010779698,-1.884970338,0.901426065,85.24845577,4.947943999,0.425891423,0.085986005,0.764954872,9.991891163,0.241005554,5.52895588,6058.127396,-6.894339772,0.404232859,0.57128191,3.22633827,0.586300015,0.019469771,100.0055347
10.06630661,4.718821599,0.435028247,86.09779436,0.544646205,0.037451575,0.064306426,0.503638307,9.945695653,0.600840955,1.011525549,5812.217659,12.2108955,0.085019092,8.990154183,2.160677813,0.603719661,0.999856434,111.1154105
9.518792168,4.905810526,3.951234123,806.1723849,1.36496275,1.48E-05,0.639596893,0.002215581,7.33026825,0.37241465,8.311370574,9580.164625,-2.797867724,0.383244285,5.660301578,4.025494262,0.402503973,0.312521474,126.3116419
6.194838186,4.770147677,8.585794072,243.8206875,1.901889491,0.971651992,0.99873702,0.309248437,9.694269114,0.527232879,8.882443564,1460.590741,-9.104919481,0.109819734,8.887284728,3.347612191,0.716549303,0.520015318,418.9465223
5.004409879,-1.716136572,8.755428619,316.0208321,0.619218552,0.015936447,0.991167025,0.999151104,3.195915675,0.795864911,7.856991361,8547.282511,7.194092275,0.00421471,6.609701629,2.552065922,0.394066183,0.382080519,383.3914631
16.80458382,1.832569179,1.227300817,0.011676361,2.691552529,0.815091634,0.90490091,0.999032974,3.249938375,0.818723391,3.72045052,584.4269804,-6.15600048,0.111662629,4.916762685,3.692029678,0.573123881,0.681200998,798.0021832
5.568188945,-0.093309326,4.128019701,0.002858137,3.573445489,0.138693823,0.137410023,0.68683615,4.313431304,0.940664496,4.909869245,249.2951642,-9.519591592,0.298817903,2.436464656,1.84242209,0.1420932,0.687694352,274.9601381
5.041478477,-0.173133677,6.88014888,0.016483775,3.521784359,0.000283587,0.992667128,0.018026933,9.282505571,0.010401845,8.555452133,298.0064224,10.52258967,0.288708021,9.001074994,0.594145874,0.434467429,0.766075758,148.2648908
5.170581287,4.904131078,9.999466282,271.5754135,2.633047284,0.04399791,0.065142487,0.880976924,9.401075083,0.931393871,1.263613686,9661.396292,13.85139639,0.577873632,9.841706685,4.527382288,0.498187898,0.632777248,167.5884043
11.3595099,4.898684985,9.2590028,76.60406847,4.936884026,0.981196106,0.283169965,0.971889284,6.453530091,0.616780687,2.717052905,9998.132738,-1.78209452,7.84E-09,5.290822043,4.993998063,0.974561213,0.99865606,775.8300928
8.10890371,4.095182114,5.949779145,75.62206605,0.56104108,0.971017771,0.181040338,0.900340836,2.756329743,0.784903864,13.15386582,9805.141664,-4.999858481,7.52E-06,5.386122716,1.739530701,0.848660633,0.295139545,130.8917254
5.473873693,-0.243239458,7.737995364,985.4302595,0.5000001,0.221511539,0.994209069,0.029796465,9.974990215,0.628392737,1.166972567,2006.84407,26.44715763,0.490702843,9.697625118,3.829224085,0.722361091,0.849291486,832.4499409
5.892560957,4.911653762,5.141275367,413.0090721,3.905683093,0.003662844,0.937978517,0.278252164,7.272866452,0.059783046,1.111981218,682.4503177,-3.9827091,0.529401565,7.385161957,3.913218702,0.833125902,0.999732003,550.1095898
16.93349375,-1.985002341,3.586470846,685.7406733,4.154060969,0.03234694,0.999721898,0.434022751,3.307038691,0.891168256,1.00358984,4217.45174,10.82902307,0.200461021,9.994562658,1.110955206,0.106741762,0.328099272,626.1805068
5.000468347,-0.818626438,2.250383681,3.703587352,4.84024974,0.004262652,0.93151448,0.570549963,1.259816749,0.933933771,1.00070738,9995.073131,-9.999912331,1.72E-07,4.359062235,1.797041613,0.173046243,0.236274125,160.5826711
5.000001295,-1.77266542,1.10458069,2.176355772,0.904551783,0.019894859,0.862939174,0.691384537,8.246937578,0.95665062,2.824435373,9804.128556,7.687013042,0.002831488,9.658695504,3.959060615,0.997619507,0.063766925,304.1076716
5.03028282,4.976270998,9.899379687,24.96327193,4.035282297,0.044584629,0.683783368,0.928264953,1.364057013,0.064360989,2.027032699,437.503285,-9.990740389,0.018506825,5.54348705,0.58813052,0.01225576,0.048638084,433.1814731
5.823911997,3.466782092,0.691231594,580.3572022,0.623744332,0.064109876,0.913997567,0.087440808,2.338731378,0.987496558,1.483610126,7426.24239,-7.085670638,0.267885949,9.855152502,0.504604914,0.429319157,0.944696474,212.8971112
6.944916457,4.997336921,1.916377123,51.99183217,0.508893738,0.062560012,0.019323686,0.999892067,3.382116132,0.997848656,1.001164725,8002.834655,-9.939737328,0.567624465,0.860793665,1.803812224,0.696529141,0.575516853,404.3892349
5.443621298,4.720433178,9.962319773,926.7169034,3.433574107,0.719421145,0.211555459,0.557496871,9.953415528,0.986983468,1.638116692,6713.033727,-9.829238081,0.133584049,3.612424219,1.592853144,0.056860826,0.321377886,494.9343276
8.676228071,2.43511093,7.766877178,615.2597444,3.442716498,0.000511052,0.347744489,0.071019634,0.917041479,0.604466804,4.836040958,488.0736879,-8.243011152,0.626395438,2.427861297,1.868967767,0.733127747,0.999457072,183.4151667
5.00161091,-1.274366692,2.298323855,269.9691462,2.180192993,0.455657561,0.542319982,0.192330342,3.968706637,0.01495196,1.851099631,8414.164553,30.77989369,0.160174655,5.668509334,4.838681042,0.997892679,0.79754835,102.4620587
5.600231484,1.986446152,8.513700748,0.316195537,1.641166339,7.21E-05,0.858563501,0.553246872,7.63490559,0.751153713,7.937415329,9272.476069,-5.85881344,0.889855216,9.963979974,1.415842625,0.26742207,0.999635873,582.4547636
5.004042298,3.324032416,7.157273416,105.0893418,2.106029832,8.43E-05,0.396215661,0.999941865,9.288986213,0.036603065,13.51853756,9998.355127,-9.532447035,0.377244568,9.010142119,2.157009882,0.106966523,0.502219422,109.9973575
5.000350649,4.45014594,8.014729942,0.00954554,0.808481985,0.867963504,0.980438131,0.013188817,9.994409232,0.852322757,14.99985449,2404.691525,-9.996476923,0.005248138,0.542919169,0.914700788,0.991799779,0.999976283,100.929641
5.000001315,1.937712351,1.194503684,608.3514072,0.618274632,0.836108848,0.999568153,0.196967799,8.657982791,0.52868252,1.772163866,9999.991126,-9.770125541,0.258208678,6.319646572,0.923914357,0.776556018,0.875873704,834.87973
5.096343989,4.754296886,2.116452099,885.2056226,0.796249479,0.997785222,0.969555086,0.018705306,9.87494677,0.813425263,1.750226996,1385.308699,-9.987030154,0.007174825,9.912695065,2.894715396,0.711594849,0.526289566,158.8541087
13.85697353,3.177342995,0.433842768,333.733866,4.708816868,0.00885594,0.310498775,0.88900321,6.028308315,0.741853491,14.01321335,9593.734932,-5.870983015,0.980716529,0.672245322,3.186059172,0.04759723,0.998765177,104.3329911
5.015169413,0.642460052,7.857620881,422.6972198,0.604590983,0.121920435,0.299209015,0.341580334,9.967048111,0.018557589,1.004209378,6736.108645,-9.977866577,0.919790775,9.999880983,0.564556966,0.000627079,0.141411111,107.3505972
5.000000323,4.388316699,7.400214171,14.95205961,0.681348609,0.945371365,0.688396904,0.252330335,1.188852637,0.081352659,1.038791686,6053.463886,20.60020604,0.87857281,2.205902452,0.700055057,0.054291632,0.989834149,107.1712236
19.88080134,4.091055635,0.925573031,0.728179279,2.349742645,0.012473789,0.229700652,0.870125642,5.243309744,0.6952581,14.12921024,6746.82269,-9.99942955,0.99674663,8.364359009,4.008348648,0.070891366,0.977778726,476.1620221
5.583808287,-1.184733023,4.661749456,0.067677096,0.88372329,0.090428904,0.015536714,0.299284631,4.158206847,0.987279274,1.007097809,9497.45573,-9.613542998,0.450037842,8.782964998,3.840643285,0.115771169,0.412817052,624.8862973
6.615941913,4.991255438,9.6712441,503.860502,0.500699694,0.821897269,0.555569916,0.732733925,9.314133508,0.611962057,1.042909599,283.1462376,-1.542064247,0.114927473,3.386168767,4.746323418,0.616819308,0.996325531,477.1065402
17.48629911,4.981898637,3.755379675,4.880077028,3.70614951,0.976867963,0.111311654,0.671436813,9.84282548,0.437241571,4.246602614,9451.505827,-7.733489948,0.055866274,8.384862533,3.49368278,0.818096395,0.033172784,523.7544041
5.272125358,4.606769944,0.857584221,897.8418112,0.536350341,0.007573507,0.97414162,0.488071205,9.778149781,0.048547631,1.378639708,9278.939687,-8.901930839,0.927410574,9.999564551,2.43581754,0.755611988,0.127160864,383.7904307
5.669884021,0.481552234,3.250686038,0.032802141,4.738130993,0.007888875,0.916485758,0.698603776,9.763594765,0.200411858,10.14054796,5875.756752,11.23755909,0.746915362,1.196143563,0.508562971,0.011741767,0.018994216,443.6007308
7.880086054,4.999912466,9.212420912,742.3785253,0.523445215,0.324627222,0.293624819,0.456004753,9.904296479,0.157109672,3.95787943,7842.95918,-9.983377278,0.755896294,9.939054958,0.540292287,0.99985203,0.137124117,674.0134473
11.02818303,4.870688798,7.369033386,525.1321898,0.642467714,0.459489355,0.996836162,0.012269846,6.195685413,0.749257325,2.29915523,9837.637693,-9.943474967,0.002563661,9.676856581,3.149465859,0.998077949,0.002193713,100.9172778
5.000005714,1.617895504,8.221032514,1.820271315,0.506975484,0.991274006,0.560308492,0.876839894,9.999907836,0.136451226,14.36356411,187.0411334,-9.73687776,0.997174013,0.374018873,2.771277666,0.741295361,0.999385183,572.7782214
11.07210753,4.999665004,6.091903437,511.4502722,4.044193798,0.996268041,0.809085639,0.98379475,9.447031463,0.374387315,2.49732406,9999.173152,12.67525247,0.002353479,8.234103338,4.802988607,0.012137311,0.99990381,189.3194759
6.498639779,4.99753759,0.783163731,70.19232067,4.551765993,0.00630033,0.811739647,0.4946001,6.666186202,0.131244777,1.001921713,161.6827145,-9.828645169,0.002039439,8.547810386,1.08047734,0.162692194,0.028396515,964.3553788
9.189200675,1.216468127,8.870876591,477.2884005,0.671031014,0.31072347,0.912508158,0.920809037,9.977743608,0.032133263,1.001690345,9740.624807,-9.999437874,8.47E-06,9.964788938,0.516329562,0.7181124,0.953804451,111.6101665
6.712108417,4.405631645,5.699978335,0.00018373,4.777905776,0.00458836,0.979989465,0.131732829,7.337768364,0.011933912,3.602112469,8349.070093,31.47855955,0.000121641,8.673719348,0.9006659,0.399540824,0.906085819,947.0176996
