ID,V0,V1,V2,V3,V4,V5,V6,V7,Class
TRAIN_00022,,-0.138037500798328,0.0707469301156651,0.1073142677475663,0.0017165396205314,0.0037151068327574,0.0070429137350312,,2
TRAIN_00023,,,0.0152579294073484,-0.0033261259624033,-0.0031935564941789,-0.0516626077262991,,0.2739589133840465,1
TRAIN_00024,0.0245869944421985,0.0822075593549113,,0.0242343715254036,0.0216662728673698,-0.2195839276496514,0.033146798553383,-0.0783786979173863,2
TRAIN_00025,,0.040164711150098,0.0718003924589605,0.0243015405588415,-0.0500368325998102,-0.1302702035723059,0.047328671244918,-0.2951671972976428,3
TRAIN_00026,,-0.0502213163778419,-0.0562603548411523,-0.1114499066869668,-0.2685134694106349,-0.0843625181843468,-0.0003406091153998,0.0061657264462263,1
TRAIN_00027,1.1313684640452253,0.063251476946692,0.2092268270332131,-0.0117878632598857,-0.0440298950523751,0.0974441984408226,0.0016470044390612,0.0337269757400532,0
TRAIN_00028,-0.5945590848548239,,0.0178075238707607,-0.0121068157770999,-0.0010220286894443,-0.0016658466558167,0.1091479323822277,-0.227300076893529,2
TRAIN_00029,-0.6667736562574558,-0.0547219487036392,-0.0554928598605538,,-0.003048814964922,-0.1408257541244319,0.036569394931535,,4
TRAIN_00030,,-0.0907952095923488,,-0.0005303455577984,-0.0018566251591073,-0.0546193698854731,-0.0906437423259175,0.0100308539759992,3
TRAIN_00031,-0.6379017983395125,-0.1078634551457814,0.0647475942531353,,,,0.0671383331061098,-0.3932438952794983,4
TRAIN_00032,-0.2104180702357598,0.2299085425544087,-0.2352239080656511,-0.0094299292524359,,,-0.018647083946402,-0.1110697444494,3
TRAIN_00033,0.5034960182604237,0.0684862013478433,0.218451172308619,-0.1252791823557233,-0.3050460873498103,,-0.0616285209829649,0.3290358802262833,1
TRAIN_00034,-0.6656071135117325,-0.1412356772081164,,-0.0078617597452108,-0.0168453486362298,,0.1493724574121999,,4
TRAIN_00035,-0.5228634424354885,0.067923235055517,0.1058606009273976,,0.2057847784349591,-0.134274556277211,0.0094538886644232,0.0019099520260652,4
TRAIN_00036,0.6095720180146684,-0.6200496064917839,0.1407091923740532,-0.6117195150559008,-0.1311437903015632,-0.1721097642546429,-0.0440784321319975,0.145897966472662,0
TRAIN_00037,-0.7911950019488014,-0.1884761683632971,,,-0.0248373192642359,0.2336606161832115,-0.0135563818283744,0.0922824641224852,4
TRAIN_00038,-0.3240470736916079,-0.1052022135989041,0.0333309847231735,-0.2875428496623063,,-0.0175967347228669,0.0050916646758495,-0.0222283707361164,3
TRAIN_00039,-0.827735016992404,,,,-0.0013076626953537,,-0.0044853586765169,0.0013406670000414,4
TRAIN_00040,-0.3755891939904515,,0.0276576593004578,0.0005275351344773,-0.001191016720676,-0.0159945583279692,0.0040568191044106,,3
TRAIN_00041,-0.8766356686731379,,-0.0235237300258654,0.0142758787033276,,0.0231682514083683,-0.0028580386804161,0.0072566698929569,4
TRAIN_00042,-0.6606702425391453,0.1104440671383738,0.1380519861662615,0.1501951438326552,0.0355540380419571,-0.0750367235865247,0.221672753056041,0.0538273826552679,3
TRAIN_00043,-0.2164613785761968,-0.1760110760627951,0.0392923278755626,0.1485625764840268,-0.4690836331183162,,0.0192015441583153,0.0135923559668503,3
TRAIN_00044,-0.5458498935961215,0.5465087617485269,-0.2996087012421963,0.0129073236006553,-0.0633261651467919,,-0.6199165997716484,0.2072946490948272,4
TRAIN_00045,-0.5029299373157321,,-0.2036116934395032,-0.3750068624044088,0.4442892987266527,-0.1970207470914045,-0.0268165391737182,0.0073036626390733,3
TRAIN_00046,0.1485287885737591,0.0519886204515097,0.2868770593309933,,0.0215815657091195,,,-0.0631231961719102,1
TRAIN_00047,-0.457877445181003,-0.1027153556351438,0.0064362647213586,0.0048122171848255,-0.0897876493331247,0.0256245347461343,0.1388291945687877,,3
TRAIN_00048,0.8569107804936679,-0.0622241897101542,-0.0353004499801548,-0.0006403653629248,,-0.3192377189279714,-0.0230552924842319,,0
TRAIN_00049,,-0.2459464427887178,-0.0869765675021821,,-0.0023314665598369,0.0405564253218553,-0.0019402199578113,0.0010060304565337,4
TRAIN_00050,0.8432886383695167,0.1518883089308186,-0.1780865549455215,,-0.0231677525040178,-0.1567413664029783,0.0170298715726577,-0.0888809329908336,3
TRAIN_00051,0.0053014044901694,-0.0332353782112263,-0.0011053595651848,0.0085396267064305,7.983899042560641e-05,,-0.1739617722387888,0.2514394373645698,2
TRAIN_00052,0.6718737795621216,,,-0.3090697668195389,-0.0279702176453081,0.0889335325807338,-0.0554958667417788,0.1064250633865868,3
TRAIN_00053,,0.072675748687558,0.073078554004745,,-0.0178053872735284,-0.1184731461161364,,0.2388303153435843,4
TRAIN_00054,-0.4671568060830276,-0.1269538225910644,,-0.2001208814400469,0.1605337528485982,-0.1048708868720725,-0.0031318361685475,-0.0259551298596316,2
TRAIN_00055,0.2762398645136141,,,0.1377803127255257,0.0055509926646601,-0.1437306283114039,-0.1823463936939429,0.1652999267424076,2
TRAIN_00056,0.7563899377291516,,-0.0204670938961022,-0.0073967756671761,,,-0.0044391635989641,0.0230510203708669,0
TRAIN_00057,-0.1232241066182253,-0.0810020874451118,0.0139078932939606,-0.0052315427866642,0.0065872589161799,0.0676132934041576,0.1598862004082092,-0.1435556435842254,2
TRAIN_00058,-0.1568587855127184,,0.0760140811417917,,-0.0093275715169103,-0.0321541038111429,-0.1384881737064157,0.0393267882392711,2
TRAIN_00059,-0.6376494258964711,0.0200142284893376,-0.1333839471543339,-0.1185961461891795,0.1494679417187163,0.0625960401270811,-0.0729226730545786,0.3767802670721045,2
TRAIN_00060,,0.0703756239133493,0.0077746386990893,0.0054526294951249,0.0008518967391765,0.0218751739750313,,,1
TRAIN_00061,0.3452438934560596,-0.1549966118601169,-0.2664644522502685,,-0.2298277453841687,-0.2302158750463814,0.0028068194699893,0.1135916941273079,1
TRAIN_00062,0.5049815036803701,-0.2895405061110759,0.3227723321444344,,,-0.1721907146071665,-0.4813841196743774,0.1478406192805785,0
TRAIN_00063,,0.022358941855178,,0.0039716561881184,-0.0017580115442467,-0.1847168161326928,-0.001441441290099,,1
TRAIN_00064,0.0805560466077474,-0.1032127369683153,-0.0726162020698096,,,,-0.0138734296248482,-0.0299037395055797,2
TRAIN_00065,0.3173649009170197,0.0082443341353761,0.381318742666729,-0.3971534378618541,0.0730861993546826,0.1691933124546656,0.3441626540066541,-0.1399398288877379,1
TRAIN_00066,-0.7747715132563333,0.018604687865058,0.0575202673256776,-0.0003581498938022,,,-0.0077021165307819,0.0278855561053521,4
TRAIN_00067,-0.4569381281699699,,0.0062323622394214,0.0003383800952447,,0.0098554521250735,-0.0024285286198276,-0.0094260041173865,1
TRAIN_00068,-0.1576112592994752,0.0224530700325986,-0.0628121684392423,0.2328902342892057,0.0050667783697487,0.3215965738249289,0.017488475349957,-0.0063336624286789,2
TRAIN_00069,1.0696709792361654,0.1746089928331492,-0.132253073438842,0.0339034489406614,,-0.0299505709631525,-0.4109837480715577,-0.3110900469361399,0
TRAIN_00070,-0.0151013317445016,-0.1467559664068635,,-0.0039940785474934,-0.0138719326624492,,0.0608651019114345,-0.3044006200359955,3
TRAIN_00071,0.0184553722618678,-0.0948604752988558,0.0229638293367681,-2.7717854620149316e-05,,0.1400983003556755,,,2
TRAIN_00072,,-0.1205821262765716,,-0.6269505728652406,-0.1265610060385143,-0.0628238482158581,0.0042579463379136,-0.0057082758285352,2
TRAIN_00073,-0.3332686658800407,-0.4930363787771635,0.0727865413774181,,,-0.0986766435503851,0.0456579127463482,-0.2581684884457282,3
TRAIN_00074,-0.6329806921002791,-0.0028243143765496,0.0566610948492099,-0.0095222450066504,-0.0026411792520366,-0.0642627912608501,,0.0905421208899285,4
TRAIN_00075,0.3262813742550426,-0.1904440962239206,,-0.1547890905803025,0.1510472125002644,-0.047269558356973,0.2322308686059276,0.1778081514590387,2
TRAIN_00076,0.5106859961680729,-0.0477362173101899,-0.039328444702331,,-0.0124422974975264,-0.0571450375739431,-0.0034872652135124,0.0096674825453068,1
TRAIN_00077,-0.3395021023616891,-0.1110337298992515,-0.0356182192489756,0.0001444948559613,-0.0298830122245795,-0.012069070035748,0.0410011630342784,,3
TRAIN_00078,-0.2081362407120397,-0.1151792693458097,,0.1524882155076157,-0.1685003825151084,-0.1406343355830429,-0.0304546235904769,-0.0361416626961908,3
TRAIN_00079,0.7998059635611017,0.0524369735145077,0.3665068700897387,0.3362332001690253,0.5646690523670713,0.1509494855851559,,0.1108587404112537,3
TRAIN_00080,0.0168863894624592,-0.4031115406113656,-0.035108581787471,-0.4434970207625436,0.6346319163184077,-0.2353202786244209,-0.0191921356260631,-0.044152290527428,1
TRAIN_00081,0.5582402382529772,-0.1728954983272686,0.0151429556576554,0.0061720559411135,0.0888634561209814,0.2747788858553596,-0.1053837366838204,0.7416227885329038,0
TRAIN_00082,0.7321595704867643,0.1237576923194675,-0.113767503844715,-0.0050444693741866,0.0188781419376193,0.3184959622325607,,-0.1986872887144658,1
TRAIN_00083,-0.7344308394758082,0.027398531635455,0.1317880059457826,-0.0894776754549685,-0.227292951348193,-0.1758581728687094,0.0110463845034438,-0.0203318498805384,1
TRAIN_00084,-0.9074274490217484,0.0524203765757766,-0.0169667465916724,,-0.0059013056013988,-0.0721760688345878,,,4
TRAIN_00085,-0.6608781648088957,0.1229236183383007,0.011925566373524,0.0932230285409539,0.2070929641602361,,,0.1803384931215122,4
TRAIN_00086,0.2691980163105475,,0.368587694388982,0.0161617343389516,0.0464791037600336,-0.2072354196382603,,0.0299973734816976,0
TRAIN_00087,0.8997591786219024,0.0631862659221153,0.022135338044964,,-0.0139267313052943,0.077176199988944,0.0080850909731833,0.0049797479642995,1
TRAIN_00088,-0.0287801726883179,0.3989331838065493,-0.2822485762018776,-0.0219587817048014,-0.0226061481959336,0.1296968590769781,,,3
TRAIN_00089,,0.2700372917167721,0.2346364242577922,-0.1598845831168847,-0.4019701496672793,,0.0069593752305071,0.0534657112033866,4
TRAIN_00090,0.9727304076638013,-0.4128807935615759,-0.2949771860435216,,0.5061095349688401,0.0633214747154229,-0.0744983254373018,0.3192808573694218,0
TRAIN_00091,-0.8206689288688369,0.0835129717244652,0.0960432686903423,,,,-0.3847302224647062,0.197166208228833,2
TRAIN_00092,-0.6385352623524532,0.0894998972618484,0.1282453483237398,0.1104546983703872,0.2638614900350316,,-0.0043293969939956,0.0046421130041991,4
TRAIN_00093,,,-0.2070712407477131,-0.0056848297685756,-0.0150377264518609,-0.0599765838746834,-0.0068367448225769,-0.0011516420052125,4
TRAIN_00094,-0.2464341808447367,-0.16751025807834,0.120175320063642,,0.0179402324230281,-0.2302683303397312,0.0122701674315882,,3
TRAIN_00095,-0.3815367006550185,-0.093382036080929,-0.1534493185010714,0.3506167822348612,-0.4370610582558512,,,0.0529973688262877,4
TRAIN_00096,0.5753202906904632,-0.0192583319903416,-0.0125212398338116,0.0018866577633435,-0.0011374511050824,,-0.0327697598159072,-0.0304978836476408,1
TRAIN_00097,0.6573658484014275,-0.0497792087260679,-0.0626304534561488,0.1683522541802086,0.0105646507333477,-0.0786399618621773,0.0097170195808248,0.0063176678602374,1
TRAIN_00098,-0.8104820562057692,0.1067112859773281,0.0118041951609814,-0.0857538530384166,-0.0084297459819818,0.0196795353244232,-0.0743765537054311,0.0384487392894516,4
TRAIN_00099,0.1613090699228537,0.3719066578820535,0.0384558804114867,0.022325686826191,0.0104185357375471,0.1713192518839059,,-0.2377613715771301,2
TRAIN_00100,0.8582294426065044,,-0.2246620580991828,0.4450624090922485,-0.5601193151723126,0.5448274639837968,-0.0411011509275508,0.1262822518048063,4
TRAIN_00101,1.0477966995268313,-0.0846254253448337,0.1161957198200705,0.0225664152736311,0.0423743130932034,,-0.1648034002388394,-0.1839834904730754,0
TRAIN_00102,-0.7809486310831935,-0.2532043447504603,-0.4618158973327836,,0.0039599882739599,0.2569275050123187,-0.0437923462207348,0.1286304368825702,4
TRAIN_00103,-0.0572125805973923,-0.0932970059411697,,0.0002781196841312,,-0.0059922120189847,0.0024361799992307,,2
TRAIN_00104,0.8911842206314574,0.0805685511331045,-0.2533772463282212,-0.2817141311715522,-0.014940203418227,,-0.0200499194580198,,0
TRAIN_00105,0.0472312374120053,0.0257342659411927,,0.1980882326047707,0.0095067768441009,-0.0948138608014204,0.0151342962251794,-0.0214102392386082,2
TRAIN_00106,-0.3617803374347227,-0.1262308095175876,,,,-0.2566819009264858,0.442804026455707,-0.0087353826195012,1
TRAIN_00107,-0.4630362671104473,,,,-0.1434122261117076,0.01904196437189,0.0106378934260558,-0.0745158062036397,3
TRAIN_00108,,-0.1802190107610204,0.1380598185054398,,-0.0112939089282262,-0.1934364469205874,0.0169788220586342,0.1086130976236843,3
TRAIN_00109,-0.0377922433193292,-0.0400450459867001,0.0420116428935479,-0.0135570487644723,,-0.1216376168594606,0.1840824318129786,0.1300331100053908,3
TRAIN_00110,,0.4391795330365644,-0.279974033045191,-0.0088395373295989,,-0.0988671082252464,-0.003744677940635,-0.0081260022013117,4
TRAIN_00111,-0.5735337796929453,0.9215304523085258,-0.0089020294777504,0.0070099908062787,,0.0580325868331055,-0.048921894644674,-0.0651859877807843,3
TRAIN_00112,-0.9923679203515122,0.1436614792423088,-0.5060175765116127,-1.560521670869485e-05,-0.0005287601133874,0.4214523909197653,-0.0452863632635537,,4
TRAIN_00113,-0.0667679185710871,-0.1484973601885958,,-0.1400363960467767,,-0.1317528142760747,0.0161663501541811,-0.0890541234175569,1
TRAIN_00114,0.9633393199629412,0.0287115789404935,-0.135572090329374,-0.215968902928915,-0.4874080131408595,,,0.0260935982086367,0
TRAIN_00115,-1.110128326232071,0.1024422578956484,0.0173535371779557,-0.0114424344909498,0.0023521181488993,-0.0129114013600896,,0.1624962572848996,4
TRAIN_00116,-0.8638200940593473,,0.0673557109537226,-0.0001734339543742,,,-0.0067112128062759,0.008880309332157,4
TRAIN_00117,-0.508414532211047,0.1452359873343773,0.261381842499768,0.0102993456687913,0.0146481174909282,-0.1233265268991704,0.0245942993676661,-0.0721094157996294,0
TRAIN_00118,-0.3727092344899578,0.1046247922135957,0.0302828685290933,-0.0064235413224731,-0.0014028254205517,-0.0124507195808697,0.0035044495842499,-0.0069571645130468,3
TRAIN_00119,0.549031265684284,-0.102328443932511,-0.218213737869418,-0.0121652081719932,0.3057081605550013,-0.264188491828899,0.1499752488969775,,1
TRAIN_00120,,0.3864155738996761,,,0.0398568857730058,-0.1687727982462015,0.2610395243219733,0.1796026371448997,3
TRAIN_00121,,0.1102385747013231,0.2773017514804179,-0.0009321512444419,0.0133953582363561,0.0170373646194472,-0.005968971304233,0.0124196030650288,2
TRAIN_00122,0.1904510552030669,0.0226884764006758,-0.1287377765980427,-0.0054567583055639,-0.0159289204598955,-0.0377399661126245,-0.0696033005648667,,2
TRAIN_00123,,-0.0654603944027364,-0.1299187080813504,,-0.0014987518564043,0.0828721138734435,0.0055766941208608,-0.0311902636794295,3
TRAIN_00124,-0.6948580803027691,0.0206205901708847,-0.0317268677244913,,,0.071706197875067,0.0786357297527877,-0.0493714494723095,4
TRAIN_00125,,-0.0590475620121113,0.0447965525257369,0.1026255608233392,-0.3500775786366716,0.0434031090987053,0.0100025787720496,-0.0046850787106175,2
TRAIN_00126,0.4288789914104276,-0.0237388355513304,0.2852912614413742,0.2038188505859074,,0.1201473721192706,0.1356325356007975,0.0468683305618835,2
TRAIN_00127,0.1826282173550747,,0.1408018032009668,-0.0762306043809031,-0.5254696109859263,0.098079361367327,-0.0071883686095084,-0.0167215952130838,2
TRAIN_00128,-1.0603472900042867,-0.1375308989066117,0.0389278515085933,-0.1708874035908446,,0.1296456038390227,,0.3945813985230513,1
TRAIN_00129,,,,,-0.0168180813334129,-0.1239276577285649,0.0062602987037662,0.3214988645111798,4
TRAIN_00130,-0.9004214888190951,0.0651482599047484,-0.0694337397952384,0.0158348401041615,0.0118611889870962,-0.2811877537291783,-0.5148160031621757,0.2814488800614982,0
TRAIN_00131,-0.0465574556964755,-0.0800690315479514,0.0205412118227866,0.001591420937036,0.3655331277847152,-0.0451237113506347,,0.1296775839006235,1
TRAIN_00132,-0.7202470236422972,0.087626943741185,0.0561276768135699,0.1431634365958445,-0.1083801964909901,0.1153895229057521,0.0028956460340148,0.0372788368559646,4
TRAIN_00133,,,0.5238799877709954,,-0.0120070088336457,0.1099854852657129,-0.0376083744199734,-0.0701523985539368,0
TRAIN_00134,-0.1855854714576425,,,0.0022234781052872,,-0.3205289410089126,,-0.1660654600749538,4
TRAIN_00135,0.9052219612690732,-0.0553648176486634,0.1243801635029057,-0.1472030462916471,0.1631326892897792,0.0461208323793976,0.1480833760721205,0.0639577339442833,3
TRAIN_00136,0.3315059843765572,-0.1130121153169465,0.0377471245862837,-0.023702835897629,-0.0067938831899946,-0.1674405752744799,0.0103676365305377,0.0118143839191431,2
TRAIN_00137,0.8945569047884173,-0.1262400594230648,-0.0540352222289537,,0.0741029376077154,0.0659228724898698,-0.2674688615223369,-0.3335322531905585,0
TRAIN_00138,-0.3629927363221834,,0.0250807000256618,-0.0667472905717186,-0.1792375990213007,-0.1551483609203157,0.3531874438575607,0.0136886094135826,3
TRAIN_00139,-0.5020047228610258,0.0739585365806782,0.0533117209303169,-0.2210279223376225,-0.0091482078210211,,-0.0404714976576134,0.1211608618349668,3
TRAIN_00140,0.118619031921367,-0.4734192272435401,,0.2919430249580765,-0.1544022276315865,-0.0533909686041083,-0.0034880483301712,0.184101806995387,3
TRAIN_00141,0.5910413794008763,,0.194533858173533,-0.2584167938876754,,0.2807957421641211,-0.0277612232921319,-0.0289935169602048,0
TRAIN_00142,-1.127502724355638,-0.1264260542859787,0.0407269076873449,,0.0002871208551652,-0.0418239662712591,0.0087466037167665,-0.0176475908682124,3
TRAIN_00143,0.945413646626466,0.1926617001552324,,-0.1556910258152293,-0.001837547490363,,0.1656744680315354,0.153298442901812,0
TRAIN_00144,0.5335860769849089,0.0691521941106006,-0.0593910630334856,-0.0001510334859058,-0.001060880528623,0.4254485580064798,0.2290855842157652,-0.0134783566911182,1
TRAIN_00145,-0.2129039859272778,,0.0419255300714123,,-0.0130349535529908,-0.0385470849958916,-0.0697834994916732,,3
TRAIN_00146,-0.9810807774273176,-0.4503896252474966,,-0.1196541882447625,-0.0169096779952724,0.0148877095981535,-0.0171555030076524,0.0436271363610776,4
TRAIN_00147,0.0550158220620906,0.2681315133055471,0.2318581805841676,0.420279907789567,-0.12447903347498,,0.0595930419670805,0.0850320290609044,1
TRAIN_00148,-0.5047642312296978,,0.0439366993209022,-0.0169981465143352,,,0.2417972974938462,-0.0975944860004278,3
TRAIN_00149,,0.2933756894588665,0.3343214101523176,-0.1243276047146491,0.163465918024396,0.1871382616582556,-0.0161713127796617,0.1197313214046354,1
TRAIN_00150,0.747767655589797,-0.0213774669859494,-0.0928992045575825,0.0287272315980179,-0.4187884096531551,-0.111697602053753,-0.0078340169456735,0.0341707733582475,1
TRAIN_00151,0.0763746241000433,0.3256488795242219,,0.1836129469506084,0.2640207621953636,-0.4877731411371354,-0.0843532009905282,-0.0178338559854374,3
TRAIN_00152,,-0.0051393397564258,-0.1940787740526218,,-0.5959417252713809,,-0.003814688378114,,0
TRAIN_00153,-0.5378903501804926,0.0091929004273896,-0.3111010338779667,0.1002998925487727,-0.0353704292850508,-0.2235265298640537,0.0445686552050209,-0.0894819443941613,4
TRAIN_00154,-0.251825070427928,-0.1103832402698654,0.040799903877238,-0.0128077046384635,-0.0157282391372168,,,-0.0016560538491284,3
TRAIN_00155,-0.8959018825733625,0.0512723090303121,0.1548377788954325,0.0205692725107818,-0.0211236694151642,-0.0676176051854989,-0.5984068975069078,0.3263442313504278,4
TRAIN_00156,0.1165099024437343,-0.1763058505292089,0.0483486332255998,-0.2480840478989645,-0.0030625967233633,-0.1917157411767119,-0.0075638453494786,-0.0072057527063442,2
TRAIN_00157,-0.4620428785988958,0.3953391260197654,0.0122998171340743,0.3916045176961064,,,0.0008709703971138,-0.029102333022891,3
TRAIN_00158,-0.9734410556859644,-0.0947274509015776,-0.1524561510598716,-0.010766479829596,-0.0116043932811984,0.0090062769938915,0.0020284098296232,-0.036491358684688,3
TRAIN_00159,,-0.3596010337302875,0.2812457334960355,-0.0422317454970473,-0.0651242645147713,,-0.010954019558363,-0.184574415910485,1
TRAIN_00160,,-0.0967055386004655,,0.0008607377466223,0.0019272859024923,-0.0188368436278888,-0.1234026365248519,0.0578113369187367,2
TRAIN_00161,-1.1652072045019342,0.1212390149063313,0.0045370794803197,,,0.0652240375338816,,0.087125230758584,4
TRAIN_00162,-0.3985788172091538,-0.0687947672109614,0.0166696516186138,-0.0020255877250714,-0.002749803424559,,0.0069740487223956,,2
TRAIN_00163,-0.5704822037926338,,0.0267341859723692,0.1156179572514369,0.2718343997394559,-0.0581372438858349,-0.0029023207149554,,4
TRAIN_00164,-0.3757082386070658,0.3412736749139099,-0.0021142724889798,,-0.0011969467601602,,0.0029358740171486,-0.033447146412035,3
TRAIN_00165,0.4887258169447354,,0.0971719611166206,-0.0563646628407787,,-0.0434950983113549,0.0072456954174364,0.0060138126491928,1
TRAIN_00166,1.0156509680564676,0.0617161648876144,-0.0720030221835481,-0.010878844207983,0.0001122529246643,-0.0182157322148186,0.0057741545688066,0.0042368829285249,2
TRAIN_00167,0.5478372437086031,,0.0794256771015954,-0.0221000897018573,-0.011064407700889,0.0454103370569701,,,1
TRAIN_00168,-0.8359212626694948,-0.0814999619352348,0.096432850368942,-0.012368200176082,0.0064001817631408,-0.2746975916683996,,0.0076740159864216,4
TRAIN_00169,0.5101420353142664,-0.1022803605606066,,,0.0649103075718786,,-0.4659734151769217,0.0150264236901567,0
TRAIN_00170,,0.0262269443688023,0.1747956840315418,0.2221573291233153,-0.5091670274732196,0.0509365921244976,-0.0529309695507896,0.0062783662141175,3
TRAIN_00171,-0.4998753946605821,-0.0244175875044726,,-0.0097636292181614,-0.0130339992310803,-0.1412935109066305,0.1334553417287734,0.0487660545726919,2
TRAIN_00172,1.1882324349912037,-0.1762275342118644,-0.0686970582614003,0.3196308333247325,0.0225373280159829,-0.1726661831770646,-0.0064175680185722,-0.0006536553666838,2
TRAIN_00173,0.4419789908080898,-0.1935729741765271,0.1035793969501079,0.0054714865556377,-0.0127815881012084,0.0283329282392596,-0.229855347708573,0.0454217711301108,2
TRAIN_00174,,0.064222930733346,-0.018377462021491,,,0.0626624943828181,0.0527564882822028,0.2044627278367325,3
TRAIN_00175,-0.7103993948805393,-0.1388594695321528,,-0.0137809796690072,-0.0147543824125626,-0.284126976748082,0.1655934612564466,-0.5183830039359943,1
TRAIN_00176,-0.5526776415337707,-0.1218746346251654,-0.021383230729908,0.0106738294517532,-0.0366734181637184,-0.4054535600497777,-0.3383871362273108,-0.2276013489982092,4
TRAIN_00177,,-0.0235568973508149,0.0428179698805551,-0.0168211968199028,-0.0016771433592783,-0.0558595281706376,,,4
TRAIN_00178,-0.9141597859979792,0.063380976917772,,0.0537066650113467,-0.0841610096358846,,-0.1406303052116565,-0.1290083989644639,1
TRAIN_00179,-1.1343489648695366,,-0.0585259116348557,,0.0083715747741412,0.0132915382521876,0.0038558362478741,-0.0545359744945006,4
TRAIN_00180,0.8013745942151483,,-0.0929227124326146,,0.0062023454492704,0.1707753151959709,-0.0010599806823745,0.3640711737065441,2
TRAIN_00181,,0.4028847349845188,0.0988769867433745,-0.5644136679997822,-0.0910655572556844,0.2681622756855025,-0.0387596408313266,-0.0104105515560645,4
TRAIN_00182,-0.0912100538377254,0.1815314853213548,-0.040880347196962,-0.0167917368510604,-0.1754507975028255,0.3964775868039107,,-0.151423293772812,2
TRAIN_00183,-0.8599919542545783,-0.2465916185531917,,,,0.0638967267329721,0.069996704299845,,4
TRAIN_00184,0.0972348328533983,-0.0912574817646414,-0.1548934978428466,-0.0013568021556511,-0.0023255904754219,-0.0340696156472446,0.0071917862069738,-0.0166361547647915,2
TRAIN_00185,-0.0605140707091875,,0.2266539726966647,-0.3540395449773039,-0.0212615105067037,,0.2474215396598496,-0.2475480757845448,2
TRAIN_00186,-0.4981307243940617,-0.0608062725458581,-0.1070658551003754,-0.0047737008748848,,0.0559024328812193,-0.0110108967044944,0.0253372918686455,3
TRAIN_00187,0.2234287398872128,-0.0208304241886838,,0.004694626907503,-0.0082277613534783,0.0152473863045315,-0.1047763820384938,-0.0921587674240086,2
TRAIN_00188,,-0.1118566839715153,-0.0452661888681318,-0.3116878976073248,0.1229053028215394,,,-0.0679599911786944,3
