ID,HR
TEST_00195,80.95394899999997
TEST_00196,77.03490499999994
TEST_00197,81.5103530000001
TEST_00198,74.20350599999989
TEST_00199,76.08481099999997
TEST_00200,77.64513299999987
TEST_00201,82.54603800000002
TEST_00202,74.76947700000015
TEST_00203,79.07725100000003
TEST_00204,81.71686400000004
TEST_00205,80.66459300000002
TEST_00206,86.80906899999992
TEST_00207,74.86027900000003
TEST_00208,78.48678999999981
TEST_00209,80.65996999999993
TEST_00210,77.24369199999995
TEST_00211,81.29331799999999
TEST_00212,85.84869000000012
TEST_00213,77.38962599999999
TEST_00214,83.80250399999991
TEST_00215,72.48881499999995
TEST_00216,78.16545999999994
TEST_00217,77.79224800000003
TEST_00218,78.62108099999992
TEST_00219,77.98756299999997
TEST_00220,80.007586
TEST_00221,75.05436399999996
TEST_00222,82.85604299999996
TEST_00223,79.1268980000001
TEST_00224,75.20147300000004
TEST_00225,68.47873299999995
TEST_00226,79.01123100000004
TEST_00227,84.70570300000004
TEST_00228,78.16755800000003
TEST_00229,82.93746700000005
TEST_00230,75.7126490000001
TEST_00231,79.84181499999995
TEST_00232,73.73186899999997
TEST_00233,78.85979999999986
TEST_00234,80.04123900000002
TEST_00235,77.917638
TEST_00236,77.39052500000007
TEST_00237,81.94403899999999
TEST_00238,77.18591799999999
TEST_00239,75.10191999999998
TEST_00240,76.88311700000007
TEST_00241,74.17079
TEST_00242,75.21718500000001
TEST_00243,79.315286
TEST_00244,81.29091499999993
TEST_00245,72.36631800000008
TEST_00246,81.47973199999997
TEST_00247,79.82453399999994
TEST_00248,76.75814899999992
TEST_00249,79.5680479999999
TEST_00250,80.297181
TEST_00251,84.757516
TEST_00252,76.73803300000002
TEST_00253,78.18530800000002
TEST_00254,82.54617899999992
TEST_00255,82.40562800000002
TEST_00256,76.289092
TEST_00257,78.058345
TEST_00258,74.51090699999982
TEST_00259,77.32471900000002
TEST_00260,77.06969999999997
TEST_00261,75.511248
TEST_00262,78.52874499999999
TEST_00263,76.26294500000007
TEST_00264,76.05804600000005
TEST_00265,82.07458100000004
TEST_00266,80.21187699999996
TEST_00267,75.649528
TEST_00268,75.37232599999992
TEST_00269,75.42260700000003
TEST_00270,80.94728799999987
TEST_00271,75.30984000000004
TEST_00272,76.94789399999996
TEST_00273,74.10423800000008
TEST_00274,74.62893300000013
TEST_00275,75.34726499999995
TEST_00276,74.36632800000004
TEST_00277,78.23971600000002
TEST_00278,78.19830200000003
TEST_00279,77.08744900000005
TEST_00280,75.31167500000005
TEST_00281,78.600385
TEST_00282,73.42878300000001
TEST_00283,84.20726500000006
TEST_00284,75.18601800000006
TEST_00285,75.27821600000004
TEST_00286,73.26324999999996
TEST_00287,76.34432900000003
TEST_00288,84.77577500000002
TEST_00289,74.36209699999999
TEST_00290,77.86954000000004
TEST_00291,78.86012099999995
TEST_00292,80.28575599999999
TEST_00293,76.42786300000007
TEST_00294,82.22866599999989
TEST_00295,76.1600800000001
TEST_00296,76.16277499999997
TEST_00297,75.31704099999992
TEST_00298,79.44423799999996
TEST_00299,75.99617100000006
TEST_00300,80.56311100000002
TEST_00301,78.40355799999996
TEST_00302,78.27077700000004
TEST_00303,77.92392300000002
TEST_00304,73.99523700000005
TEST_00305,76.691571
TEST_00306,72.89856500000008
TEST_00307,80.58423999999998
TEST_00308,73.37054699999999
TEST_00309,72.534778
TEST_00310,75.44775599999994
TEST_00311,75.38678800000001
TEST_00312,76.27687599999994
TEST_00313,80.72716800000002
TEST_00314,79.3867219999999
TEST_00315,79.919999
TEST_00316,81.31420399999993
TEST_00317,81.95691300000003
TEST_00318,80.99150800000008
TEST_00319,75.27384799999993
TEST_00320,75.53376499999997
TEST_00321,76.58813600000002
TEST_00322,84.93913000000002
TEST_00323,79.26703000000002
TEST_00324,76.21906999999997
TEST_00325,76.16457300000002
TEST_00326,77.45330099999998
TEST_00327,79.90474799999994
TEST_00328,80.4119360000001
TEST_00329,73.52795999999994
TEST_00330,76.20477399999996
TEST_00331,76.55000000000013
TEST_00332,75.23815399999995
TEST_00333,76.14294000000004
TEST_00334,79.83057100000006
TEST_00335,73.028775
TEST_00336,80.0591150000001
TEST_00337,80.40605800000004
TEST_00338,75.949573
TEST_00339,76.60316500000008
TEST_00340,80.09367700000001
TEST_00341,81.0826180000001
TEST_00342,77.44437400000004
TEST_00343,76.95976700000001
TEST_00344,80.33812300000005
TEST_00345,75.2731010000001
TEST_00346,75.17248100000006
TEST_00347,79.77246000000002
TEST_00348,82.11618599999996
TEST_00349,73.02457200000006
TEST_00350,81.403347
TEST_00351,76.69904700000002
TEST_00352,78.55656999999995
TEST_00353,75.016473
TEST_00354,72.63429699999995
TEST_00355,73.69697800000006
TEST_00356,75.56485199999997
TEST_00357,76.26291200000001
TEST_00358,75.39870799999996
TEST_00359,74.405866
TEST_00360,78.86714399999998
TEST_00361,78.83579800000001
TEST_00362,81.00025600000006
TEST_00363,85.06285600000005
TEST_00364,77.98005600000009
TEST_00365,83.36695599999996
TEST_00366,75.31600999999986
TEST_00367,78.32780399999999
TEST_00368,76.25251399999999
TEST_00369,83.3988020000002
TEST_00370,78.29871500000006
TEST_00371,76.20386500000002
TEST_00372,80.2341650000001
TEST_00373,82.093429
TEST_00374,74.98147100000001
TEST_00375,86.83793899999996
TEST_00376,80.683575
TEST_00377,78.00419500000004
TEST_00378,80.76282200000003
TEST_00379,76.512036
TEST_00380,78.53812800000003
TEST_00381,74.7434670000001
TEST_00382,75.88707599999996
TEST_00383,76.86087000000005
TEST_00384,77.39434800000002
TEST_00385,81.36696999999998
TEST_00386,73.94291999999997
TEST_00387,74.20255200000007
TEST_00388,74.948371
TEST_00389,77.25880400000007
TEST_00390,78.79241099999999
TEST_00391,78.64396700000006
TEST_00392,77.1243029999999
TEST_00393,78.60211900000002
TEST_00394,79.68154899999996
TEST_00395,80.95086799999996
TEST_00396,76.87996999999997
TEST_00397,75.86016699999996
TEST_00398,76.16955099999997
TEST_00399,76.346913
TEST_00400,79.82098699999997
TEST_00401,82.77491900000001
TEST_00402,81.11695900000004
TEST_00403,75.89692099999996
TEST_00404,76.56893399999997
TEST_00405,75.30556299999996
TEST_00406,78.90470599999996
TEST_00407,76.2840950000001
TEST_00408,79.171371
TEST_00409,81.67283799999996
TEST_00410,79.18503299999992
TEST_00411,83.61811199999993
TEST_00412,73.98969499999997
TEST_00413,74.49266900000003
TEST_00414,76.17396400000005
TEST_00415,78.80405499999998
TEST_00416,79.48339399999998
TEST_00417,80.18815000000012
TEST_00418,78.42236200000005
TEST_00419,77.106255
TEST_00420,77.28060600000003
TEST_00421,76.43173099999996
TEST_00422,75.136688
TEST_00423,79.12731899999999
TEST_00424,80.70337399999995
TEST_00425,75.32958700000002
TEST_00426,75.860208
TEST_00427,73.91145999999998
TEST_00428,78.49587599999995
TEST_00429,80.015233
TEST_00430,76.72288199999997
TEST_00431,79.47231300000001
TEST_00432,79.777126
TEST_00433,80.13929000000002
TEST_00434,75.30647300000011
TEST_00435,77.82103200000002
TEST_00436,77.16000300000003
TEST_00437,81.110961
TEST_00438,82.48304000000002
TEST_00439,75.21058800000004
TEST_00440,78.00796200000005
TEST_00441,78.11531000000005
TEST_00442,79.69205
TEST_00443,76.36988700000002
TEST_00444,79.87347299999998
TEST_00445,82.49693100000002
TEST_00446,80.36506900000009
TEST_00447,78.02433099999995
TEST_00448,76.48585499999987
TEST_00449,80.8629280000001
TEST_00450,80.39473000000004
TEST_00451,81.93602399999997
TEST_00452,84.16475099999985
TEST_00453,78.63885499999996
TEST_00454,78.88081100000004
TEST_00455,73.72680400000009
TEST_00456,77.28406300000013
TEST_00457,76.00352999999997
TEST_00458,73.76721200000006
TEST_00459,78.86512000000002
TEST_00460,80.84176399999996
TEST_00461,75.90165799999998
TEST_00462,78.30339799999996
TEST_00463,77.64020099999998
TEST_00464,74.76961200000004
TEST_00465,83.71300800000006
TEST_00466,77.71067999999995
TEST_00467,77.06994400000009
TEST_00468,76.92202599999995
TEST_00469,74.026499
TEST_00470,80.95428400000004
TEST_00471,78.02988399999998
TEST_00472,74.35484200000002
TEST_00473,79.26059400000008
TEST_00474,78.34847700000005
TEST_00475,80.78877100000001
TEST_00476,78.986587
TEST_00477,76.81003299999999
TEST_00478,73.83599500000008
TEST_00479,80.75084499999998
TEST_00480,78.64436599999998
TEST_00481,80.05721200000005
TEST_00482,76.78022300000002
TEST_00483,76.95195099999997
TEST_00484,76.01925900000002
TEST_00485,78.83415299999996
TEST_00486,76.14291599999993
TEST_00487,82.05736400000005
TEST_00488,74.87154499999998
TEST_00489,77.13450599999999
TEST_00490,74.42758399999997
TEST_00491,83.62280199999994
TEST_00492,78.20559699999998
TEST_00493,79.491198
TEST_00494,78.91559100000003
TEST_00495,75.36954699999993
TEST_00496,76.378988
TEST_00497,73.76950800000002
TEST_00498,79.32987599999998
TEST_00499,76.75385300000002
TEST_00500,78.82366799999996
TEST_00501,73.77969100000001
TEST_00502,78.19511200000004
TEST_00503,78.64848899999991
TEST_00504,79.60959900000006
TEST_00505,73.98563099999997
TEST_00506,75.26193100000002
TEST_00507,77.67938100000002
TEST_00508,80.10679799999996
TEST_00509,82.89483700000001
TEST_00510,78.023032
TEST_00511,76.52541699999995
TEST_00512,79.81355500000006
TEST_00513,80.07160600000003
TEST_00514,73.99845000000003
TEST_00515,78.71907999999999
TEST_00516,79.58547799999991
TEST_00517,76.97056699999995
TEST_00518,72.29787199999998
TEST_00519,83.26591000000008
TEST_00520,78.92215099999997
TEST_00521,79.15276800000002
TEST_00522,78.050551
TEST_00523,80.31643000000012
TEST_00524,74.45102200000001
TEST_00525,76.52668499999994
TEST_00526,81.65252699999996
TEST_00527,74.96556300000003
TEST_00528,75.26117299999993
TEST_00529,77.07467799999999
TEST_00530,77.9658489999999
TEST_00531,82.09069200000003
TEST_00532,78.85662000000004
TEST_00533,76.64542499999996
TEST_00534,75.33960200000003
TEST_00535,77.8193969999999
TEST_00536,73.42649400000006
TEST_00537,78.42779300000007
TEST_00538,80.41295800000007
TEST_00539,76.116842
TEST_00540,77.173331
TEST_00541,78.487481
TEST_00542,80.60973499999987
TEST_00543,75.90546899999997
TEST_00544,76.45797500000002
TEST_00545,77.38610599999997
TEST_00546,77.93967900000007
TEST_00547,80.18343999999989
TEST_00548,81.99684299999997
TEST_00549,77.68873700000002
TEST_00550,73.31958399999996
TEST_00551,76.87322300000008
TEST_00552,73.91308099999993
TEST_00553,82.38794299999996
TEST_00554,80.00499800000003
TEST_00555,75.79205299999995
TEST_00556,77.02079400000002
TEST_00557,79.19602299999998
TEST_00558,76.54872900000005
TEST_00559,77.84727400000004
TEST_00560,74.77707600000002
TEST_00561,74.77354199999996
TEST_00562,73.66105000000012
TEST_00563,76.83283999999992
TEST_00564,75.62260300000005
TEST_00565,75.53592300000004
TEST_00566,86.47737400000001
TEST_00567,74.90421299999997
TEST_00568,75.09242899999992
TEST_00569,76.87355899999994
TEST_00570,79.94250899999999
TEST_00571,79.50078399999994
TEST_00572,73.731473
TEST_00573,72.80804500000008
TEST_00574,79.30022699999996
TEST_00575,80.55168000000002
TEST_00576,79.57533
TEST_00577,78.54249399999993
TEST_00578,75.72431399999996
TEST_00579,74.54202999999991
TEST_00580,76.3937349999999
TEST_00581,80.62158000000005
TEST_00582,79.810043
TEST_00583,77.40080400000002
TEST_00584,75.99072499999997
TEST_00585,82.41315699999991
TEST_00586,73.87252899999997
TEST_00587,75.18703100000002
TEST_00588,80.67884799999993
TEST_00589,72.53964099999997
TEST_00590,77.44260899999999
TEST_00591,80.13835600000002
TEST_00592,77.803724
TEST_00593,76.019942
TEST_00594,75.95337499999998
TEST_00595,78.10001200000015
TEST_00596,76.516631
TEST_00597,74.54242899999994
TEST_00598,79.31171099999996
TEST_00599,82.70643300000005
TEST_00600,73.55616100000005
TEST_00601,76.32732199999988
TEST_00602,68.41559500000002
TEST_00603,82.21189400000004
TEST_00604,83.19126599999998
TEST_00605,74.41476599999996
TEST_00606,76.29612999999998
TEST_00607,75.1300000000001
TEST_00608,78.367988
TEST_00609,75.21067100000003
TEST_00610,79.80229200000001
TEST_00611,81.94658499999997
TEST_00612,76.79541200000003
TEST_00613,76.91271200000004
TEST_00614,80.13834099999997
TEST_00615,77.56059000000002
TEST_00616,73.769943
TEST_00617,81.17755499999996
TEST_00618,78.62863099999997
TEST_00619,74.87135100000002
TEST_00620,79.34397899999998
TEST_00621,73.50811999999992
TEST_00622,73.71227900000002
TEST_00623,76.94577
TEST_00624,75.40914599999999
TEST_00625,77.91540099999992
TEST_00626,75.46856300000002
TEST_00627,77.33941400000005
TEST_00628,78.02643499999996
TEST_00629,79.013624
TEST_00630,75.91381900000002
TEST_00631,78.86568400000002
TEST_00632,72.50090100000004
TEST_00633,77.12811600000002
TEST_00634,74.22858300000003
TEST_00635,76.65846900000003
TEST_00636,77.12590399999996
TEST_00637,77.04732800000001
TEST_00638,78.95922700000004
TEST_00639,75.71404300000005
TEST_00640,76.47583599999987
TEST_00641,70.645462
TEST_00642,77.91941000000006
TEST_00643,81.63398400000017
TEST_00644,77.35171800000003
TEST_00645,72.61728800000002
TEST_00646,80.11036399999995
TEST_00647,79.56952999999993
TEST_00648,79.91632700000005
TEST_00649,74.73682800000002
TEST_00650,79.68226900000009
TEST_00651,72.83034700000002
TEST_00652,77.57075299999998
TEST_00653,74.0477980000001
TEST_00654,73.35253500000002
TEST_00655,74.57082699999991
TEST_00656,73.29872799999998
TEST_00657,79.04890499999995
TEST_00658,75.91538799999998
TEST_00659,79.06238799999998
TEST_00660,77.30493300000003
TEST_00661,80.32163399999996
TEST_00662,80.34664600000005
TEST_00663,77.237602
TEST_00664,74.47180500000006
TEST_00665,77.83406799999997
TEST_00666,76.81803300000007
TEST_00667,73.898446
TEST_00668,76.93099399999996
TEST_00669,75.77874500000001
TEST_00670,78.26806899999993
TEST_00671,76.53833799999988
TEST_00672,78.00129500000006
TEST_00673,76.82027000000005
TEST_00674,73.32439600000005
TEST_00675,78.82299100000004
TEST_00676,74.17940099999991
TEST_00677,72.85401299999992
TEST_00678,76.37682800000002
TEST_00679,77.61310599999997
TEST_00680,72.39558400000004
TEST_00681,80.70567599999997
TEST_00682,81.73913000000006
TEST_00683,77.01732200000004
TEST_00684,78.53751299999998
TEST_00685,75.50447999999994
TEST_00686,78.28416100000008
TEST_00687,79.52170000000007
TEST_00688,76.88902599999997
TEST_00689,75.60386800000002
TEST_00690,76.24116599999996
TEST_00691,80.34301099999999
TEST_00692,75.26840099999998
TEST_00693,82.62784399999995
TEST_00694,78.682434
TEST_00695,77.05517999999998
TEST_00696,79.59229600000009
TEST_00697,77.99952600000002
TEST_00698,73.6767280000001
TEST_00699,79.59816699999998
TEST_00700,78.85802000000008
TEST_00701,76.55950400000008
TEST_00702,79.912702
TEST_00703,82.83863700000002
TEST_00704,75.37631900000008
TEST_00705,78.21025
TEST_00706,78.38959999999993
TEST_00707,82.74190000000003
TEST_00708,78.78918199999995
TEST_00709,81.48564999999998
TEST_00710,82.07557100000007
TEST_00711,81.09146699999997
TEST_00712,83.40292600000006
TEST_00713,73.80740300000004
TEST_00714,76.1383560000001
TEST_00715,77.40296000000006
TEST_00716,76.42733599999991
TEST_00717,76.51098199999997
TEST_00718,78.84140399999995
TEST_00719,76.9154990000001
TEST_00720,79.11194200000001
TEST_00721,74.68647000000001
TEST_00722,79.81688600000014
TEST_00723,85.39153599999987
TEST_00724,77.03911200000002
TEST_00725,75.388538
TEST_00726,76.60803399999988
TEST_00727,77.49130999999997
TEST_00728,77.93361100000001
TEST_00729,81.55255500000003
TEST_00730,76.08792100000004
TEST_00731,78.90153899999994
TEST_00732,80.43602800000006
TEST_00733,78.27694800000009
TEST_00734,76.10906700000007
TEST_00735,75.46629199999998
TEST_00736,77.97384499999983
TEST_00737,76.265169
TEST_00738,76.96108200000003
TEST_00739,75.280768
TEST_00740,81.10879499999999
TEST_00741,78.13442300000003
TEST_00742,75.89906300000008
TEST_00743,79.50635200000004
TEST_00744,80.55518700000006
TEST_00745,79.50375599999997
TEST_00746,75.85127399999999
TEST_00747,78.42354800000001
TEST_00748,75.867935
TEST_00749,74.42430899999998
TEST_00750,77.99653999999992
TEST_00751,77.41097499999997
TEST_00752,74.83641600000001
TEST_00753,76.789144
TEST_00754,78.47177000000003
TEST_00755,75.857168
TEST_00756,73.7293540000001
TEST_00757,78.62832399999996
TEST_00758,77.00539399999991
TEST_00759,75.61363700000014
TEST_00760,80.705411
TEST_00761,80.20838699999996
TEST_00762,76.45407500000007
TEST_00763,80.079239
TEST_00764,78.63472000000006
TEST_00765,74.60965000000006
TEST_00766,75.62067899999998
TEST_00767,75.14751600000001
TEST_00768,80.34740099999998
TEST_00769,81.00579900000004
TEST_00770,79.29338999999989
TEST_00771,74.164249
TEST_00772,73.7298529999999
TEST_00773,76.64294599999995
TEST_00774,78.88415900000003
TEST_00775,84.71909699999998
TEST_00776,79.92997199999986
TEST_00777,81.65157199999997
TEST_00778,75.11463300000005
TEST_00779,81.28284399999993
TEST_00780,75.8437920000001
TEST_00781,79.071445
TEST_00782,76.53896399999996
TEST_00783,74.72992099999992
TEST_00784,84.14856000000007
TEST_00785,77.80699800000001
TEST_00786,77.74630499999991
TEST_00787,79.69589899999995
TEST_00788,76.11509599999998
TEST_00789,75.02833399999993
TEST_00790,82.26978499999991
TEST_00791,78.07790599999994
TEST_00792,86.35847199999995
TEST_00793,82.07955099999994
TEST_00794,76.26155399999998
TEST_00795,77.27087800000002
TEST_00796,76.66730099999998
TEST_00797,78.96177699999998
TEST_00798,74.87694899999997
TEST_00799,78.73722399999991
TEST_00800,83.27719800000001
TEST_00801,80.64770500000004
TEST_00802,75.31652399999996
TEST_00803,79.36954700000003
TEST_00804,77.90349899999998
TEST_00805,83.43092500000004
TEST_00806,72.93507799999989
TEST_00807,81.4218479999999
TEST_00808,78.74597599999997
TEST_00809,75.24910200000001
TEST_00810,82.11906199999997
TEST_00811,75.68073999999996
TEST_00812,82.091827
TEST_00813,73.02941600000004
TEST_00814,74.78979999999999
TEST_00815,79.31471200000004
TEST_00816,79.05948499999991
TEST_00817,74.37100800000003
TEST_00818,75.86849499999992
TEST_00819,80.21546099999999
TEST_00820,80.73978799999992
TEST_00821,77.11405099999999
TEST_00822,80.36388199999989
TEST_00823,73.11143699999992
TEST_00824,77.80759799999997
TEST_00825,74.03778799999998
TEST_00826,80.073733
TEST_00827,77.96253099999994
TEST_00828,78.99642500000004
TEST_00829,77.35794600000003
TEST_00830,75.08211299999999
TEST_00831,76.91752500000005
TEST_00832,74.62114200000002
TEST_00833,82.52989199999995
TEST_00834,77.57080999999998
TEST_00835,72.78833000000006
TEST_00836,79.85802799999998
TEST_00837,74.83354600000007
TEST_00838,73.59140500000001
TEST_00839,75.33644300000009
TEST_00840,75.60566399999992
TEST_00841,78.21720199999999
TEST_00842,73.83461599999995
TEST_00843,78.28262500000005
TEST_00844,76.221367
TEST_00845,75.48689100000001
TEST_00846,76.42183500000004
TEST_00847,79.88294300000001
TEST_00848,74.85975399999995
TEST_00849,79.05686300000004
TEST_00850,83.64370999999997
TEST_00851,74.48043499999993
TEST_00852,81.25314000000004
TEST_00853,76.00682499999999
TEST_00854,77.71521600000001
TEST_00855,76.59597300000001
TEST_00856,75.37164500000006
TEST_00857,80.65588400000009
TEST_00858,78.74435600000007
TEST_00859,75.52296399999994
TEST_00860,79.48353100000003
TEST_00861,81.41443199999998
TEST_00862,74.860326
TEST_00863,73.15772299999995
TEST_00864,76.68736100000008
TEST_00865,82.35074200000001
TEST_00866,75.7135269999999
TEST_00867,78.80537700000005
TEST_00868,78.49603499999996
TEST_00869,75.07516600000004
TEST_00870,77.88039599999996
TEST_00871,75.148373
TEST_00872,77.91314399999996
TEST_00873,76.78156200000006
TEST_00874,76.307405
TEST_00875,80.55481700000001
TEST_00876,78.28050000000005
TEST_00877,76.85946700000004
TEST_00878,74.62878800000004
TEST_00879,79.0581590000001
TEST_00880,74.79677999999991
TEST_00881,76.64614700000001
TEST_00882,77.99248099999998
TEST_00883,85.76778000000002
TEST_00884,77.03527300000003
TEST_00885,76.28688000000001
TEST_00886,76.59185700000003
TEST_00887,76.64981800000001
TEST_00888,74.57447900000005
TEST_00889,78.25628599999993
TEST_00890,75.99823600000005
TEST_00891,78.37533599999999
TEST_00892,78.07698699999997
TEST_00893,72.74025099999999
TEST_00894,80.437018
TEST_00895,75.55922599999995
TEST_00896,82.64167599999986
TEST_00897,77.65015
TEST_00898,76.28310799999994
TEST_00899,79.59594199999997
TEST_00900,81.151184
TEST_00901,76.28525999999997
TEST_00902,78.01574999999994
TEST_00903,80.34425499999992
TEST_00904,78.77530599999997
TEST_00905,74.70041299999998
TEST_00906,74.60550099999999
TEST_00907,77.65149700000008
TEST_00908,77.89226200000002
TEST_00909,83.72580099999998
TEST_00910,75.03738599999993
TEST_00911,72.86920899999984
TEST_00912,75.42135399999998
TEST_00913,81.77839000000006
TEST_00914,75.28723199999999
TEST_00915,76.86652399999984
TEST_00916,80.62098399999996
TEST_00917,74.20160000000004
TEST_00918,77.83603499999994
TEST_00919,76.30692500000004
TEST_00920,81.14542199999998
TEST_00921,74.69891399999992
TEST_00922,75.82795400000005
TEST_00923,76.21485600000005
TEST_00924,77.94151800000002
TEST_00925,82.53455200000002
TEST_00926,82.51195400000002
TEST_00927,77.73934799999998
TEST_00928,83.94936299999996
TEST_00929,73.59052700000002
TEST_00930,73.270683
TEST_00931,82.9073549999999
TEST_00932,79.15686199999998
TEST_00933,77.54534699999998
TEST_00934,74.75765900000006
TEST_00935,74.606243
TEST_00936,75.57283400000003
TEST_00937,78.71979700000009
TEST_00938,83.88932299999995
TEST_00939,78.75552599999996
TEST_00940,74.27096400000006
TEST_00941,81.14392900000001
TEST_00942,74.463111
TEST_00943,78.86073199999996
TEST_00944,74.73738499999997
TEST_00945,77.49798799999999
TEST_00946,77.73969199999999
TEST_00947,77.42910599999988
TEST_00948,78.98402300000008
TEST_00949,78.77915800000005
TEST_00950,74.5931400000001
TEST_00951,77.87339200000002
